ID	RoleType	Type	ShowID	Name	Des	IconID	FlipID	DefaultRGBA	Label
310	2	6	4	采薇		5551		231;131;116;255	
311	2	6	5	淡舒		5552		225;125;115;255	
316	2	7	1	默认		5578		170;86;86;255	
317	2	7	2	丹云		5578		170;86;86;255	
318	2	7	3	点绛		5579		139;53;57;255	
319	2	7	4	薄光		5580		164;73;66;255	
320	2	7	5	云鸾		5581		174;90;72;255	
321	2	7	6	丰腴		5582		184;93;85;255	
323	2	7	8	含香		5584		184;90;100;255	
324	2	7	9	甘霖		5585		188;131;118;255	
326	2	7	11	侠骨		5587		173;83;84;255	
327	2	7	12	荡魄		5837		164;74;75;255	
328	2	8	1	默认		5556		255;255;255;255	
329	2	8	2	剪水		5556		255;255;255;255	
330	2	8	3	星眸		5557		255;255;255;255	
331	2	8	4	秋水		5558		255;255;255;255	
332	2	8	5	横波		5559		255;255;255;255	
333	2	8	6	春水		5560		255;255;255;255	
334	2	8	7	凝睇		5561		255;255;255;255	
335	2	8	8	清泉		5562		158;194;215;255	
337	2	8	10	朗星		5564		255;255;255;255	
338	2	8	11	点漆		5565		255;255;255;255	
343	2	9	0	默认		5815		255;255;255;255	
392	2	9	1	一点红		5683		198;89;80;255	
393	2	9	2	新蕊		5684		172;83;90;255	
394	2	9	3	冷香		5685		196;56;97;255	
395	2	9	4	锦上		5686		177;78;62;255	
396	2	9	5	倾城		5687		187;54;87;255	
397	2	9	6	六出		5688		195;77;107;255	
401	2	9	10	戏蝶		5697	11	197;110;102;255	
402	2	9	12	恋		5698	13	215;99;72;255	
404	2	9	16	灼灼		5700	17	246;100;106;255	
409	2	9	26	泪		5714		0;0;0;255	
410	2	9	27	无泪		5714		0;0;0;255	
411	2	9	28	美人痣		5714		0;0;0;255	
413	2	9	31	忘川		5705		0;0;0;255	
414	2	9	32	雨落忘川		5705		0;0;0;255	
415	2	9	33	奈何		5706	34	0;0;0;255	
417	2	9	37	孤云出岫		5709		153;37;26;255	
418	2	9	38	惊鸿一瞥		5710		114;48;55;255	
419	2	9	39	浮世绘		5715		95;55;53;255	
457	5	0	1	默认		5827		213;155;138;255	
458	5	0	2	冰肌		5828		209;168;151;255	
459	5	0	3	桃李		5829		224;150;132;255	
460	5	0	4	凝脂		5830		210;170;153;255	
461	5	1	1	默认		5849		69;64;48;255	
462	5	1	2	锦瑟		5849		69;64;48;255	
463	5	1	3	秋练		5842		89;64;63;255	
464	5	1	4	玄烛		5843		89;90;80;255	
465	5	1	5	纤阿		5850		49;40;34;255	
466	5	1	6	琳琅		5845		122;73;32;255	
467	5	1	7	望舒		5846		106;105;113;255	
468	5	1	8	猫眼		5847		32;25;24;255	
469	5	1	9	浮图		5848		106;105;113;255	
470	5	2	1	默认		5849		69;64;48;255	
471	5	2	2	锦瑟		5849		69;64;48;255	
472	5	2	3	秋练		5842		89;64;63;255	
473	5	2	4	玄烛		5843		89;90;80;255	
474	5	2	5	纤阿		5850		49;40;34;255	
475	5	2	6	琳琅		5845		122;73;32;255	
476	5	2	7	望舒		5846		106;105;113;255	
477	5	2	8	猫眼		5847		32;25;24;255	
478	5	2	9	浮图		5848		52;52;34;255	
479	5	3	0	默认		5815		255;255;255;255	
480	5	3	1	卿暮		5795		127;43;54;255	
481	5	3	2	墨韵		5796		163;53;67;255	
482	5	3	3	云絮		5797		66;68;155;255	
483	5	3	4	粉黛		5798		64;37;37;255	
484	5	3	5	惑心		5799		167;51;76;255	
485	5	3	6	蝶恋花		5800		153;96;172;255	
486	5	3	7	罗刹		5801		123;87;80;255	
487	5	3	8	羽焰		5802		87;62;64;255	
488	5	3	9	紫颜		5803		152;75;81;255	
489	5	3	10	百媚		5804		165;84;82;255	
490	5	3	11	幽楚		5805		143;96;80;255	
491	5	4	1	默认		5752		0;0;0;255	
492	5	4	2	稚意		5752		0;0;0;255	
493	5	4	3	疑然		5753		0;0;0;255	
494	5	4	4	轻妆		5754		0;0;0;255	
495	5	4	5	无饰		5755		0;0;0;255	
496	5	4	6	乱草		5756		0;0;0;255	
497	5	4	7	离峰		5757		0;0;0;255	
498	5	4	8	降世		5758		0;0;0;255	
499	5	4	9	明音		5759		0;0;0;255	
500	5	4	10	肆角		5760		0;0;0;255	
501	5	4	11	憧憬		5761		0;0;0;255	
502	5	5	1	默认		5652		0;0;0;255	
503	5	5	2	峰眉		5652		0;0;0;255	
504	5	5	3	嫦娥眉		5653		0;0;0;255	
505	5	5	4	一字眉		5654		0;0;0;255	
506	5	5	5	细横眉		5655		0;0;0;255	
507	5	5	6	慧心眉		5656		0;0;0;255	
508	5	5	7	上挑眉		5657		0;0;0;255	
509	5	5	8	浓眉		5658		0;0;0;255	
510	5	5	9	细眉		5659		0;0;0;255	
511	5	5	10	清秀眉		5660		0;0;0;255	
512	5	5	11	刚正眉		5661		0;0;0;255	
513	5	5	12	刀眉		5662		0;0;0;255	
514	5	5	13	猛张飞		5663		0;0;0;255	
515	5	5	14	清纯眉		5664		0;0;0;255	
516	5	5	15	宽浓眉		5665		0;0;0;255	
517	5	5	16	素牙		6377		255;255;255;255	
518	5	5	17	霜叶		6378		255;255;255;255	
519	5	5	18	白毫		6379		255;255;255;255	
520	5	5	19	封雪		6380		255;255;255;255	
521	5	5	20	月明		6381		255;255;255;255	
522	5	5	21	断浪		7083		0;0;0;255	
523	5	5	0	无		5815		255;255;255;255	
524	5	6	0	默认		5815		0;0;0;255	
525	5	6	1	青皮胡		5992		0;0;0;255	
526	5	6	2	八字胡		5993		0;0;0;255	
527	5	6	3	亦邪胡		5994		0;0;0;255	
528	5	6	4	避世胡		5995		0;0;0;255	
529	5	6	5	逐世胡		5996		0;0;0;255	
530	5	6	6	地主胡		5997		0;0;0;255	
531	5	6	7	卫生胡		5998		0;0;0;255	
532	5	6	8	含羞		5550		230;146;122;255	
533	5	6	9	子衿		5553		228;115;112;255	
534	5	6	10	刻铭		5554		240;98;99;255	
535	5	6	13	酒糟鼻		5549		222;131;122;255	
536	5	6	11	蝉翼胡		6657		0;0;0;255	
537	5	6	12	地主胡<白>		6658		0;0;0;255	
538	5	7	1	默认		5588		171;85;72;255	
539	5	7	2	不懂		5588		171;85;72;255	
540	5	7	3	不揭		5589		159;82;74;255	
541	5	7	4	不语		5590		160;83;69;255	
542	5	7	5	积善		5591		140;65;63;255	
543	5	7	6	欲止		5592		172;71;71;255	
544	5	7	7	下明		5593		202;144;132;255	
545	5	7	8	朱柔		5594		201;114;119;255	
546	5	7	9	厚德		5595		189;110;92;255	
547	5	7	10	浅尝		5596		191;110;102;255	
548	5	7	11	会意		5597		175;91;81;255	
549	5	7	12	箴言		5598		182;85;74;255	
550	5	8	1	默认		5556		255;255;255;255	
551	5	8	2	剪水		5556		255;255;255;255	
552	5	8	3	星眸		5557		255;255;255;255	
553	5	8	4	秋水		5558		255;255;255;255	
554	5	8	5	横波		5559		255;255;255;255	
555	5	8	6	春水		5560		255;255;255;255	
556	5	8	7	凝睇		5561		255;255;255;255	
557	5	8	8	清泉		5562		158;194;215;255	
558	5	8	9	悬珠		5563		255;255;255;255	
559	5	8	10	朗星		5564		255;255;255;255	
560	5	8	11	点漆		5565		255;255;255;255	
561	5	8	12	桃花		5566		255;255;255;255	
562	5	8	13	写轮		5567		255;255;255;255	
563	5	8	14	相印		5568		255;255;255;255	
564	5	8	0	无		5816		255;255;255;255	
565	5	9	0	默认		5815		255;255;255;255	
566	5	9	132	马王爷		8957		182;164;114;255	
567	5	9	133	不染		8958		210;170;162;255	
568	5	9	134	别艳		8952		110;25;24;255	
569	5	9	135	滴血		8960		38;31;25;255	
570	5	9	136	狱蛇		8959		255;255;255;255	
571	5	9	137	昂		8955		141;30;10;255	
572	5	9	138	帅意贴		8956		0;0;0;255	
573	5	9	139	慈悲		8954		224;199;142;255	
574	5	9	140	踪		8953	141	248;189;171;255	
575	5	9	142	熊来了		8951		99;95;94;255	
576	5	9	122	百回叱咤		8878		0;0;0;255	
577	5	9	123	望空		8879		167;66;34;255	
578	5	9	124	形伤旧事		8880		0;0;0;255	
579	5	9	125	残阳里		8881		187;75;48;255	
580	5	9	126	寒声碎		8882		255;255;255;255	
581	5	9	127	魔夜挽花		8883		0;0;0;255	
582	5	9	128	中宵寐		8884		0;0;0;255	
583	5	9	129	煌煌遗踪		8885		0;0;0;255	
584	5	9	130	秋寂		8887		255;255;255;255	
585	5	9	131	戏言峥嵘		8886		79;60;44;255	
586	5	9	117	枯荣		8279		255;255;255;255	
587	5	9	118	庭翼		8281		255;255;255;255	
588	5	9	119	菊踪		8282		255;255;255;255	
589	5	9	120	荣芳		8283		255;255;255;255	
590	5	9	121	金莲开		8277		182;152;102;255	
591	5	9	112	广交		7960		166;158;152;255	
592	5	9	113	飞轩		7959		166;158;152;255	
593	5	9	114	莲生		7964		166;158;152;255	
594	5	9	115	鲛鲸		7962		137;112;100;255	
595	5	9	116	垂眼		7958		136;122;116;255	
596	5	9	110	盾舞		7090		0;0;0;255	
597	5	9	111	祥云		7091		229;217;209;255	
598	5	9	107	中征		6996		194;194;194;255	
599	5	9	109	晴敛		6997	108	107;108;151;255	
600	5	9	105	凤尾		6791	106	85;70;42;255	
601	5	9	92	阴阳		6260		109;115;168;255	
602	5	9	93	素问		6267	94	93;136;141;255	
603	5	9	95	奇门遁甲		6265	96	33;54;74;255	
604	5	9	97	大唐魂		6266		200;66;61;255	
605	5	9	98	莲华佛缘		6264		255;255;255;255	
606	5	9	99	妙舞		6263		194;95;97;255	
607	5	9	100	幻蛛		6268		97;65;96;255	
608	5	9	101	剑魄		6259		237;202;123;255	
609	5	9	102	光明火		6262		148;43;55;255	
610	5	9	103	降龙		6261	104	52;57;122;255	
611	5	9	1	一点红		5683		198;89;80;255	
612	5	9	2	冷香		5685		196;56;97;255	
613	5	9	3	锦上		5686		177;78;62;255	
614	5	9	4	菡萏		5691		255;255;255;255	
615	5	9	5	月夕		5692		255;255;255;255	
616	5	9	6	般若		5693		107;92;75;255	
617	5	9	7	金刚		5694		107;92;75;255	
618	5	9	8	恋		5698	9	215;99;72;255	
619	5	9	10	清霜醉		5702	11	246;212;215;255	
620	5	9	12	纷落		5703	13	246;212;215;255	
621	5	9	14	一剪梅		5704	15	246;212;215;255	
622	5	9	16	奈何		5706	17	0;0;0;255	
623	5	9	18	黄泉		5707	19	119;18;0;255	
624	5	9	20	蛮王		5708		221;79;53;255	
625	5	9	21	孤云出岫		5709		153;37;26;255	
626	5	9	22	惊鸿一瞥		5710		114;48;55;255	
627	5	9	23	战神		5712	24	99;23;20;255	
628	5	9	25	不败战神		5712		99;23;20;255	
629	5	9	26	喵		5713		95;55;53;255	
630	5	9	27	浮世绘		5715		0;0;0;255	
631	5	9	28	怒		5717	29	95;74;43;255	
632	5	9	30	腼腆		5719		255;255;255;255	
633	5	9	31	忘忧		5721	32	232;220;189;255	
634	5	9	33	发		5727		215;0;15;255	
635	5	9	34	囚		5728		0;0;0;255	
636	5	9	35	死		5729		0;0;0;255	
637	5	9	36	玩		5730		215;0;15;255	
638	5	9	37	归去来兮		5722	38	37;29;29;255	
639	5	9	39	墨凤		5723		37;29;29;255	
640	5	9	40	墨龙		5724	41	37;29;29;255	
641	5	9	42	龙啸九天		5725	43	37;29;29;255	
642	5	9	44	断戟		5679	45	140;99;90;255	
643	5	9	46	烽烟		5680	47	140;99;90;255	
644	5	9	48	无双		5681		90;90;90;255	
645	5	9	49	汗		5696		90;90;90;255	
646	5	9	50	熊猫眼		6040		0;0;0;255	
647	5	9	51	血仇		6041	52	154;35;35;255	
648	5	9	53	二郎神		6033		0;0;0;255	
649	5	9	54	拆		6029		210;40;40;255	
650	5	9	55	小哈		6039		255;255;255;255	
651	5	9	56	巴掌		6038		154;35;35;255	
652	5	9	57	脚印		6036		0;0;0;255	
653	5	9	58	痛扁		6028		141;102;103;255	
654	5	9	59	芳华		6035	60	253;175;175;255	
655	5	9	61	霜锋		6031		109;69;51;255	
656	5	9	62	入魔		6081		103;66;53;255	
657	5	9	63	紫蝶		6088	64	187;135;187;255	
658	5	9	65	景云		6085		155;41;24;255	
659	5	9	66	雀斑		6091		189;156;135;255	
660	5	9	67	血煞		6093	68	87;0;0;255	
661	5	9	69	血煞修罗		6093		87;0;0;255	
662	5	9	70	阴符		6092	71	51;42;37;255	
663	5	9	72	天目		6086		90;0;0;255	
664	5	9	73	血瞳		6087		101;10;9;255	
665	5	9	74	森罗		6090	75	177;0;0;255	
666	5	9	76	森罗万象		6090		177;0;0;255	
667	5	9	77	錦鲤		6089	78	246;226;238;255	
668	5	9	79	内牛满面		6131		213;194;185;255	
669	5	9	80	花愁		6132		0;0;0;255	
670	5	9	81	菱眼		6136		0;0;0;255	
671	5	9	82	纤横		6130		70;60;53;255	
672	5	9	83	有凤来仪		6127		184;11;0;255	
673	5	9	84	狠戾		6133		173;129;107;255	
674	5	9	85	习目		6135	86	0;0;0;255	
675	5	9	87	羽目		6135		0;0;0;255	
676	5	9	88	鬼面		6128		175;33;16;255	
677	5	9	89	邪魅		6134		0;0;0;255	
678	5	9	90	蜈蚣		6129	91	0;0;0;255	
679	6	0	1	默认		5817		209;168;151;255	
680	6	0	2	冰肌		5818		209;168;151;255	
681	6	0	3	桃李		5819		209;168;151;255	
682	6	0	4	凝脂		5820		209;168;151;255	
683	6	1	1	默认		5841		40;34;25;255	
684	6	1	2	蟾宫		5841		40;34;25;255	
685	6	1	3	秋练		5842		69;64;48;255	
686	6	1	4	玄烛		5843		89;64;63;255	
687	6	1	5	白露		5844		157;161;132;255	
688	6	1	6	琳琅		5845		89;90;80;255	
689	6	1	7	望舒		5846		49;40;34;255	
692	6	2	1	默认		5841		40;34;25;255	
693	6	2	2	蟾宫		5841		40;34;25;255	
694	6	2	3	秋练		5842		69;64;48;255	
695	6	2	4	玄烛		5843		89;64;63;255	
696	6	2	5	白露		5844		157;161;132;255	
697	6	2	6	琳琅		5845		89;90;80;255	
698	6	2	7	望舒		5846		49;40;34;255	
701	6	3	0	默认		5815		255;255;255;255	
702	6	3	1	卿暮		5773		161;115;92;255	
703	6	3	2	墨韵		5774		132;95;82;255	
704	6	3	3	云絮		5775		145;40;74;255	
706	6	3	5	惑心		5777		167;51;76;255	
711	6	3	10	百媚		5782		165;84;82;255	
712	6	3	11	幽楚		5783		143;96;80;255	
715	6	4	1	默认		5731		0;0;0;255	
716	6	4	2	无识		5731		0;0;0;255	
717	6	4	3	隽秀		5732		0;0;0;255	
718	6	4	4	上弦		5733		0;0;0;255	
719	6	4	5	隽秀		5734		0;0;0;255	
721	6	4	7	新月		5736		0;0;0;255	
722	6	4	8	望月		5737		0;0;0;255	
724	6	4	10	满月		5739		0;0;0;255	
725	6	4	11	韶光		5740		0;0;0;255	
726	6	5	1	默认		5623		0;0;0;255	
727	6	5	2	小山眉		5623		0;0;0;255	
728	6	5	3	嫦娥眉		5624		0;0;0;255	
729	6	5	4	一字眉		5625		0;0;0;255	
730	6	5	5	细横眉		5626		0;0;0;255	
731	6	5	6	标准		5627		0;0;0;255	
732	6	5	7	上挑眉		5628		0;0;0;255	
733	6	5	8	清纯眉		5629		94;69;56;255	
734	6	5	9	清秀眉		5630		85;60;53;255	
735	6	5	10	秋娘眉		5631		0;0;0;255	
737	6	5	12	巾帼眉		5633		0;0;0;255	
738	6	5	13	朴素眉		5634		0;0;0;255	
740	6	5	15	细眉		5636		98;74;60;255	
741	6	5	16	直眉		5637		0;0;0;255	
742	6	5	17	厚直眉		5638		114;82;56;255	
750	6	6	0	默认		5815		255;255;255;255	
751	6	6	1	暖蓉		5548		240;140;124;255	
752	6	6	2	小雅		5549		222;131;122;255	
753	6	6	3	含羞		5550		230;146;122;255	
754	6	6	4	采薇		5551		231;131;116;255	
755	6	6	5	淡舒		5552		225;125;115;255	
760	6	7	1	默认		5569		163;73;64;255	
761	6	7	2	言笑		5569		163;73;64;255	
762	6	7	3	生光		5570		167;82;75;255	
763	6	7	4	初亏		5571		168;85;84;255	
764	6	7	5	伴影		5572		173;83;79;255	
765	6	7	6	解颐		5573		196;107;97;255	
767	6	7	8	云兮		5575		188;105;102;255	
768	6	7	9	迷心		5576		172;105;106;255	
770	6	8	1	默认		5556		0;0;0;255	
771	6	8	2	剪水		5556		0;0;0;255	
772	6	8	3	星眸		5557		0;0;0;255	
773	6	8	4	秋水		5558		0;0;0;255	
774	6	8	5	横波		5559		0;0;0;255	
775	6	8	6	春水		5560		0;0;0;255	
776	6	8	7	凝睇		5561		0;0;0;255	
777	6	8	8	清泉		5562		158;194;215;255	
779	6	8	10	朗星		5564		0;0;0;255	
780	6	8	11	点漆		5565		0;0;0;255	
785	6	9	0	默认		5815		255;255;255;255;255	
833	6	9	1	一点红		5683		198;89;80;255	
834	6	9	2	新蕊		5684		172;83;90;255	
835	6	9	3	冷香		5685		196;56;97;255	
836	6	9	4	锦上		5686		177;78;62;255	
837	6	9	5	六出		5688		195;77;107;255	
838	6	9	6	月夕		5692		255;255;255;255	
839	6	9	7	戏蝶		5697	8	197;110;102;255	
840	6	9	9	恋		5698	10	215;99;72;255	
842	6	9	13	灼灼		5700	14	246;100;106;255	
847	6	9	23	孤云出岫		5709		153;37;26;255	
848	6	9	24	惊鸿一瞥		5710		114;48;55;255	
849	6	9	25	泪		5714		0;0;0;255	
850	6	9	26	无泪		5714		0;0;0;255	
851	6	9	27	美人痣		5714		0;0;0;255	
852	6	9	28	奈何		5706	29	0;0;0;255	
853	6	9	30	浮世绘		5715		95;55;53;255	
855	6	9	33	汗		5695		90;90;90;255	
864	6	9	45	腼腆		5719		204;61;50;255	
