ID	RoleType	Type	ShowID	Name	IconID	DefaultRGBA	Label
49	1	2	18	晚光	19689	148;71;87;255	
50	1	2	19	花影	19690	173;116;173;255	
51	1	2	20	云舟	19691	166;161;144;255	
52	1	2	21	星璧	19692	46;156;156;255	
53	1	2	22	静泊	19693	101;173;178;255	
54	1	2	23	风吟	19694	94;115;81;255	
55	1	2	24	碧波	19695	77;134;124;255	
56	1	2	25	霞光	19696	67;12;41;255	
57	1	2	26	心语	19697	139;108;141;255	
58	1	3	1	默认	20012	140;100;88;255	
59	1	3	2	论英雄	20012	140;100;88;255	
60	1	3	3	枫林晚	20013	140;100;88;255	
61	1	3	4	菩提心	20014	140;100;88;255	
62	1	3	5	倦云台	20015	140;100;88;255	
63	1	3	6	不系舟	20016	140;100;88;255	
64	1	3	7	浣溪沙	20017	140;100;88;255	
65	1	3	8	过重关	20018	140;100;88;255	
66	1	3	9	山月斜	20019	140;100;88;255	
67	1	3	10	凤凰台	20020	140;100;88;255	
68	1	3	11	东篱下	20021	140;100;88;255	
69	1	3	12	醉飞霜	20022	140;100;88;255	
70	1	3	13	梦阑干	20023	140;100;88;255	
71	1	3	14	忆秦娥	20024	140;100;88;255	
72	1	3	15	云中君	20025	140;100;88;255	
73	1	3	16	意疏狂	20026	140;100;88;255	
74	1	3	17	浮生梦	20027	140;100;88;255	
75	1	3	18	鹊南飞	20028	140;100;88;255	
76	1	3	19	揽星河	20029	140;100;88;255	
77	1	3	20	我心悠	20030	140;100;88;255	
78	1	3	21	曲中游	20031	140;100;88;255	
79	1	3	22	观沧海	20032	140;100;88;255	
80	1	3	23	将军令	20033	140;100;88;255	
81	1	3	24	枉凝眉	20034	140;100;88;255	
82	1	3	25	勾栏醉	20035	140;100;88;255	
83	1	3	26	长恨歌	20036	140;100;88;255	
84	1	3	27	执金吾	20037	140;100;88;255	
85	1	3	28	倚阑干	20038	140;100;88;255	
86	1	3	29	三千里	20039	140;100;88;255	
87	1	3	30	仗歌行	20040	140;100;88;255	
88	1	3	31	落梅笺	20041	140;100;88;255	
89	1	3	32	踏凌霄	20042	140;100;88;255	
90	1	3	33	数风流	20043	140;100;88;255	
91	1	3	34	浪淘沙	20044	140;100;88;255	
92	1	3	35	气峥嵘	20045	140;100;88;255	
93	1	3	36	少年行	20046	140;100;88;255	
94	1	3	37	相见欢	20047	140;100;88;255	
95	1	3	38	酹江月	20048	140;100;88;255	
96	1	3	39	碧玉萧	20049	140;100;88;255	
97	1	3	40	洞庭波	20050	140;100;88;255	
98	1	4	0	默认	19790		
99	1	4	1	红笺	19975	230;157;152;255	
100	1	4	2	红霞	19976	230;157;152;255	
101	1	4	3	红炉	19977	230;157;152;255	
102	1	4	4	红豆	19978	230;157;152;255	
103	1	4	5	红枫	19979	230;157;152;255	
104	1	4	6	红粟	19980	230;157;152;255	
105	1	4	7	红荔	19981	230;157;152;255	
106	1	4	8	红尘	19982	230;157;152;255	
107	1	4	9	红怜	19983	230;157;152;255	
108	1	4	10	红云	19984	230;157;152;255	
109	1	4	11	红咲	19985	230;157;152;255	
110	1	4	12	红苕	19986	230;157;152;255	
111	1	4	13	红酥	19987	230;157;152;255	
112	1	4	14	红萤	19988	230;157;152;255	
113	1	4	15	红烛	19989	230;157;152;255	
114	1	4	16	红蓼	19990	230;157;152;255	
115	1	4	17	红萼	19991	230;157;152;255	
116	1	5	0	默认	19790		
117	1	5	1	云山乱	20775	161;138;128;255	
118	1	6	0	默认	20958		
119	1	6	1	清铃·上	19955		
120	1	6	2	清铃·下	19956		
121	1	6	3	点眸·上	19957		
122	1	6	4	点眸·下	19958		
123	1	6	5	秋水·上	19959		
124	1	6	6	秋水·下	19960		
125	1	6	7	横波·上	19961		
126	1	6	8	横波·下	19962		
127	1	6	9	春水·上	19963		
128	1	6	10	春水·下	19964		
129	1	6	11	凝睇·上	19965		
130	1	6	12	凝睇·下	19966		
131	1	6	13	点漆·上	19967		
132	1	6	14	点漆·下	19968		
133	1	6	15	星眸·上	19969		
134	1	6	16	星眸·下	19970		
135	1	6	17	浮萍·上	19971		
136	1	6	18	浮萍·下	19972		
137	1	6	19	星河·上	19973		
138	1	6	20	星河·下	19974		
139	1	6	21	无	19673		
140	1	7	0	默认	19790		
141	1	7	1	霜狸	19925		
142	1	7	2	雪啸	19926		
143	1	7	3	焰莲	19911		
144	1	7	4	明昭	19912		
145	1	7	5	翩跹	19913		
146	1	7	6	嫣然	19892		
147	1	7	7	华幽	19893		
148	1	7	8	念念	19894		
149	1	7	9	落滟	19895		
150	1	7	10	翩芳	19896		
151	1	7	11	潋岚	19897		
152	1	7	12	雪意	19883		
153	1	7	13	有狐	19881		
154	1	7	14	斑斑	19882		
155	1	7	15	连星	19887		
156	1	7	16	菱花	19885		
157	1	7	17	鳞蛟	19877		
158	1	7	18	浴血	19862		
159	1	7	19	纤云	19878		
160	1	7	20	恋心	19876		
161	1	7	21	樱咲	19875		
162	1	7	22	雀斑	19861		
163	1	7	23	流金	19872		
164	1	7	24	惊昙	19873		
165	1	7	25	泪痣	19874		
166	1	7	26	魅星	19867		
167	1	7	27	妖星	19868		
168	1	7	28	逢虎	19869		
169	1	7	29	魂迷夜	19871		
170	1	7	30	曼殊沙华	19863		
171	1	7	31	夕燕	19864		
172	1	7	32	灿金	19865		
173	1	7	33	灵祈	19879		
174	1	7	34	崩天	19914		
175	1	7	35	狸瘴	19915		
176	1	7	36	珠玉	19916		
177	1	7	37	星月	19919		
178	1	7	38	烁金	19920		
179	1	7	39	金箍	19923		
180	1	7	40	情劫	19900		
181	1	7	41	冲冠	19902		
182	1	7	42	银鳞见日	19904		
183	1	7	43	菩萨蛮	19907		
184	1	7	44	芳菲尽	19898		
185	1	7	45	香如故·左	19880		
186	1	7	46	香如故·右	19880		
187	1	7	47	银杏·左	19884		
188	1	7	48	银杏·右	19884		
189	1	7	49	翠叶·左	19886		
190	1	7	50	翠叶·右	19886		
191	1	7	51	攀眉·左	19888		
192	1	7	52	攀眉·右	19888		
193	1	7	53	汐朝·左	19891		
194	1	7	54	汐朝·右	19891		
195	1	7	55	回浪汐朝	19891		
196	1	7	56	烟丹·左	19889		
197	1	7	57	烟丹·右	19889		
198	1	7	58	朱凤烟丹	19889		
199	1	7	59	摇红·左	19890		
200	1	7	60	摇红·右	19890		
201	1	7	61	烛影摇红	19890		
202	1	7	62	龙霆·左	19899		
203	1	7	63	龙霆·右	19899		
204	1	7	64	离火·左	19901		
205	1	7	65	离火·右	19901		
206	1	7	66	离火·双	19901		
207	1	7	67	金云·左	19903		
208	1	7	68	金云·右	19903		
209	1	7	69	金云·双	19903		
210	1	8	0	默认	19790		
211	1	8	1	霜狸	19925		
212	1	8	2	雪啸	19926		
213	1	8	3	焰莲	19911		
214	1	8	4	明昭	19912		
215	1	8	5	翩跹	19913		
216	1	8	6	嫣然	19892		
217	1	8	7	华幽	19893		
218	1	8	8	念念	19894		
219	1	8	9	落滟	19895		
220	1	8	10	翩芳	19896		
221	1	8	11	潋岚	19897		
222	1	8	12	雪意	19883		
223	1	8	13	有狐	19881		
224	1	8	14	斑斑	19882		
225	1	8	15	连星	19887		
226	1	8	16	菱花	19885		
227	1	8	17	鳞蛟	19877		
228	1	8	18	浴血	19862		
229	1	8	19	纤云	19878		
230	1	8	20	恋心	19876		
231	1	8	21	樱咲	19875		
232	1	8	22	雀斑	19861		
233	1	8	23	流金	19872		
234	1	8	24	惊昙	19873		
235	1	8	25	泪痣	19874		
236	1	8	26	魅星	19867		
237	1	8	27	妖星	19868		
238	1	8	28	逢虎	19869		
239	1	8	29	魂迷夜	19871		
240	1	8	30	曼殊沙华	19863		
241	1	8	31	夕燕	19864		
242	1	8	32	灿金	19865		
243	1	8	33	灵祈	19879		
244	1	8	34	崩天	19914		
245	1	8	35	狸瘴	19915		
246	1	8	36	珠玉	19916		
247	1	8	37	星月	19919		
248	1	8	38	烁金	19920		
249	1	8	39	金箍	19923		
250	1	8	40	情劫	19900		
251	1	8	41	冲冠	19902		
252	1	8	42	银鳞见日	19904		
253	1	8	43	菩萨蛮	19907		
254	1	8	44	芳菲尽	19898		
255	1	8	45	香如故·左	19880		
256	1	8	46	香如故·右	19880		
257	1	8	47	银杏·左	19884		
258	1	8	48	银杏·右	19884		
259	1	8	49	翠叶·左	19886		
260	1	8	50	翠叶·右	19886		
261	1	8	51	攀眉·左	19888		
262	1	8	52	攀眉·右	19888		
263	1	8	53	汐朝·左	19891		
264	1	8	54	汐朝·右	19891		
265	1	8	55	回浪汐朝	19891		
266	1	8	56	烟丹·左	19889		
267	1	8	57	烟丹·右	19889		
268	1	8	58	朱凤烟丹	19889		
269	1	8	59	摇红·左	19890		
270	1	8	60	摇红·右	19890		
271	1	8	61	烛影摇红	19890		
272	1	8	62	龙霆·左	19899		
273	1	8	63	龙霆·右	19899		
274	1	8	64	离火·左	19901		
275	1	8	65	离火·右	19901		
276	1	8	66	离火·双	19901		
277	1	8	67	金云·左	19903		
278	1	8	68	金云·右	19903		
279	1	8	69	金云·双	19903		
280	1	9	0	默认	19790		
281	1	9	1	霜狸	19925		
282	1	9	2	雪啸	19926		
283	1	9	3	焰莲	19911		
284	1	9	4	明昭	19912		
285	1	9	5	翩跹	19913		
286	1	9	6	嫣然	19892		
287	1	9	7	华幽	19893		
288	1	9	8	念念	19894		
289	1	9	9	落滟	19895		
290	1	9	10	翩芳	19896		
291	1	9	11	潋岚	19897		
292	1	9	12	雪意	19883		
293	1	9	13	有狐	19881		
294	1	9	14	斑斑	19882		
295	1	9	15	连星	19887		
296	1	9	16	菱花	19885		
297	1	9	17	鳞蛟	19877		
298	1	9	18	浴血	19862		
299	1	9	19	纤云	19878		
300	1	9	20	恋心	19876		
301	1	9	21	樱咲	19875		
302	1	9	22	雀斑	19861		
303	1	9	23	流金	19872		
304	1	9	24	惊昙	19873		
305	1	9	25	泪痣	19874		
306	1	9	26	魅星	19867		
307	1	9	27	妖星	19868		
308	1	9	28	逢虎	19869		
309	1	9	29	魂迷夜	19871		
310	1	9	30	曼殊沙华	19863		
311	1	9	31	夕燕	19864		
312	1	9	32	灿金	19865		
313	1	9	33	灵祈	19879		
314	1	9	34	崩天	19914		
315	1	9	35	狸瘴	19915		
316	1	9	36	珠玉	19916		
317	1	9	37	星月	19919		
318	1	9	38	烁金	19920		
319	1	9	39	金箍	19923		
320	1	9	40	情劫	19900		
321	1	9	41	冲冠	19902		
322	1	9	42	银鳞见日	19904		
323	1	9	43	菩萨蛮	19907		
324	1	9	44	芳菲尽	19898		
325	1	9	45	香如故·左	19880		
326	1	9	46	香如故·右	19880		
327	1	9	47	银杏·左	19884		
328	1	9	48	银杏·右	19884		
329	1	9	49	翠叶·左	19886		
330	1	9	50	翠叶·右	19886		
331	1	9	51	攀眉·左	19888		
332	1	9	52	攀眉·右	19888		
333	1	9	53	汐朝·左	19891		
334	1	9	54	汐朝·右	19891		
335	1	9	55	回浪汐朝	19891		
336	1	9	56	烟丹·左	19889		
337	1	9	57	烟丹·右	19889		
338	1	9	58	朱凤烟丹	19889		
339	1	9	59	摇红·左	19890		
340	1	9	60	摇红·右	19890		
341	1	9	61	烛影摇红	19890		
342	1	9	62	龙霆·左	19899		
343	1	9	63	龙霆·右	19899		
344	1	9	64	离火·左	19901		
345	1	9	65	离火·右	19901		
346	1	9	66	离火·双	19901		
347	1	9	67	金云·左	19903		
348	1	9	68	金云·右	19903		
349	1	9	69	金云·双	19903		
350	1	10	0	默认	19790		
351	1	10	1	烬	20490		
352	1	10	2	汐	20491		
353	1	10	3	绛	20492		
354	1	10	4	月	20493		
355	1	10	5	卿	20494		
356	1	10	6	鲤	20495		
357	1	10	7	彤	20496		
358	1	10	8	鸢	20497		
359	1	10	9	绊	20498		
360	1	10	10	深	20499		
361	1	10	11	榭	20500		
362	1	10	12	桃	20501		
363	1	10	13	盈	20502		
364	1	10	14	焰	20503		
365	1	10	15	鞠	20504		
366	1	10	16	蝽	20505		
367	1	10	17	秣	20506		
368	1	10	18	淮	20507		
369	1	10	19	绮	20508		
370	1	10	20	念	20509		
371	1	11	0	默认	19790		
372	1	11	1	莹砂	19934		
373	1	11	2	莹砂·半	19935		
374	1	11	3	凝心	19936		
375	1	11	4	凝心·半	19937		
376	1	11	5	烁晶	19938		
377	1	11	6	烁晶·半	19939		
378	1	11	7	落雪	19940		
379	1	11	8	落雪·半	19941		
380	1	11	9	星芒	19942		
381	1	11	10	星芒·半	19943		
382	1	11	11	月辰	19944		
383	1	11	12	月辰·半	19945		
384	1	11	13	惜春	19946		
385	1	11	14	惜春·半	19947		
386	1	12	0	默认	19790		
387	1	12	1	彷	20542		
388	1	12	2	景	20543		
389	1	12	3	幻	20544		
390	1	12	4	朱	20545		
391	1	12	5	赐	20546		
392	1	12	6	霖	20547		
393	1	12	7	玄	20548		
394	1	12	8	绔	20549		
395	1	12	9	晓	20550		
396	1	12	10	砂	20551		
397	1	12	11	虞	20552		
398	1	12	12	心	20553		
399	1	12	13	飒	20554		
400	1	12	14	缤	20555		
401	1	12	15	闻	20556		
402	1	12	16	惑	20557		
403	1	12	17	丝	20558		
404	1	12	18	嶂	20559		
405	1	12	19	魍	20560		
406	1	12	20	寐	20561		
407	1	13	0	默认	19790		
408	1	13	1	皓	20528		
409	1	13	2	昼	20529		
410	1	13	3	晗	20530		
411	1	13	4	曦	20531		
412	1	13	5	曜	20532		
413	1	13	6	旭	20533		
414	1	13	7	晟	20534		
415	1	13	8	辉	20535		
416	1	13	9	煜	20536		
417	1	13	10	炫	20537		
418	1	13	11	娑	20538		
419	1	13	12	皎	20539		
420	1	13	13	白	20540		
421	1	13	14	熠	20541		
422	1	14	1	默认	20580	197;114;109;255	
423	1	14	2	泛舟	20580	197;114;109;255	
424	1	14	3	情笺	20581	197;114;109;255	
425	1	14	4	青梅	20582	197;114;109;255	
426	1	14	5	行露	20583	197;114;109;255	
427	1	14	6	霞晚	20584	197;114;109;255	
428	1	14	7	尘尽	20585	197;114;109;255	
429	1	14	8	多愁	20586	197;114;109;255	
430	1	14	9	婆娑	20587	197;114;109;255	
431	1	14	10	疏狂	20588	197;114;109;255	
432	1	14	11	紫烟	20589	197;114;109;255	
433	1	14	12	萤火	20590	197;114;109;255	
434	1	14	13	燕归	20591	197;114;109;255	
435	1	14	14	别情	20592	197;114;109;255	
436	1	14	15	幽阑	20593	197;114;109;255	
437	1	14	16	怀远	20594	197;114;109;255	
438	1	14	17	煮茗	20595	197;114;109;255	
439	1	14	18	殊途	20596	197;114;109;255	
440	1	15	0	默认	21337		
441	1	15	1	清秋·底	20671		
442	1	15	2	珠玉·底	20672		
443	1	15	3	暗香·底	20673		
444	1	15	4	脂扣·底	20674		
445	1	15	5	寄情·底	20675		
446	1	15	6	嫣染·底	20676		
447	1	15	7	子衿·底	20677		
448	1	15	8	鹿鸣·底	20678		
449	1	15	9	潋滟·底	20679		
450	1	15	10	韶光·底	20680		
451	1	16	0	默认	21337		
452	1	16	1	清秋·叠	20697		
453	1	16	2	珠玉·叠	20698		
454	1	16	3	暗香·叠	20699		
455	1	16	4	脂扣·叠	20700		
456	1	16	5	寄情·叠	20701		
457	1	16	6	嫣染·叠	20702		
458	1	16	7	子衿·叠	20703		
459	1	16	8	鹿鸣·叠	20704		
460	1	16	9	潋滟·叠	20705		
461	1	16	10	韶光·叠	20706		
462	1	17	0	默认	21337		
463	1	17	1	清秋·晕	20723		
464	1	17	2	珠玉·晕	20724		
465	1	17	3	暗香·晕	20725		
466	1	17	4	脂扣·晕	20726		
467	1	17	5	寄情·晕	20727		
468	1	17	6	嫣染·晕	20728		
469	1	17	7	子衿·晕	20729		
470	1	17	8	鹿鸣·晕	20730		
471	1	17	9	潋滟·晕	20731		
472	1	17	10	韶光·晕	20732		
473	1	18	0	默认	21337		
474	1	18	1	鹊桥	20749		
475	1	18	2	重楼	20750		
476	1	18	3	飞流	20751		
477	1	18	4	涟光	20752		
478	1	18	5	不移	20753		
479	1	18	6	云州	20754		
480	1	18	7	小憩	20755		
481	1	18	8	回首	20756		
482	1	18	9	清风	20757		
483	1	18	10	惊鸿	20758		
484	1	19	0	默认	19790		
485	1	19	1	六围	19948		
486	1	19	2	情缠	19949		
487	1	19	3	覆雪	19950		
488	1	19	4	星罗	19951		
489	1	19	5	夜辰	19952		
490	1	19	6	碎叶	19953		
491	1	19	7	蝶变	19954		
492	1	20	0	默认	19790		
493	1	20	1	六围	19948		
494	1	20	2	情缠	19949		
495	1	20	3	覆雪	19950		
496	1	20	4	星罗	19951		
497	1	20	5	夜辰	19952		
498	1	20	6	碎叶	19953		
499	1	20	7	蝶变	19954		
500	1	21	0	默认	19790		
501	1	21	1	六围	19948		
502	1	21	2	情缠	19949		
503	1	21	3	覆雪	19950		
504	1	21	4	星罗	19951		
505	1	21	5	夜辰	19952		
506	1	21	6	碎叶	19953		
507	1	21	7	蝶变	19954		
508	1	22	0	默认	19790		
509	1	22	1	六围	19948		
510	1	22	2	情缠	19949		
511	1	22	3	覆雪	19950		
512	1	22	4	星罗	19951		
513	1	22	5	夜辰	19952		
514	1	22	6	碎叶	19953		
515	1	22	7	蝶变	19954		
516	1	23	0	默认	19793		
517	1	23	1	玉门·短	19793		
518	1	23	2	玉门·长	19792		
519	1	23	3	丛云·短	19795		
520	1	23	4	丛云·长	19794		
521	1	23	5	暗雪·短	19797		
522	1	23	6	暗雪·长	19796		
523	1	23	7	缥缈·短	19799		
524	1	23	8	缥缈·长	19798		
525	1	23	9	山色·短	19801		
526	1	23	10	山色·长	19800		
527	1	23	11	秋池·短	19803		
528	1	23	12	秋池·长	19802		
529	1	24	0	默认	20003		
530	1	24	1	镜	20003		
531	1	24	2	影	20004		
532	1	24	3	夕	20005		
533	1	24	4	溟	20006		
534	1	24	5	暮	20007		
535	1	24	6	霭	20008		
536	1	24	7	白	20009		
537	1	24	8	濛	20010		
538	1	24	9	灵	20011		
539	1	25	0	默认	20003		
540	1	25	1	镜	20003		
541	1	25	2	影	20004		
542	1	25	3	夕	20005		
543	1	25	4	溟	20006		
544	1	25	5	暮	20007		
545	1	25	6	霭	20008		
546	1	25	7	白	20009		
547	1	25	8	濛	20010		
548	1	25	9	灵	20011		
549	1	26	0	默认	20947		
550	1	26	1	云霞	19992	220;181;164;255	
551	1	26	2	云庭	19993	220;181;164;255	
552	1	26	3	云簇	19994	220;181;164;255	
553	1	26	4	云涟	19995	220;181;164;255	
554	1	26	5	云轻	19996	220;181;164;255	
555	1	26	6	云舫	19997	220;181;164;255	
556	1	26	7	云舒	19998	220;181;164;255	
557	1	26	8	云景	19999	220;181;164;255	
558	1	27	0	默认	20959		
559	1	27	1	关雎	20960		
560	1	27	2	采萍	20961		
561	1	27	3	桃夭	20962		
562	1	27	4	式微	20963		
563	1	27	5	桑中	20964		
564	1	27	6	有狐	20965		
565	1	27	7	晨风	20966		
566	1	27	8	蒹葭	20967		
567	1	27	9	小山	20968		
568	1	27	10	玉藻	20969		
569	1	27	11	白华	20970		
570	1	27	12	简夕	20971		
571	1	27	13	伐檀	20972		
572	1	27	14	无衣	20973		
573	1	27	15	杜若	20974		
574	1	27	16	芳草	20975		
575	1	28	1	默认	20602	255;255;255;255	
576	1	28	2	停云	20602		
577	1	28	3	流风	20603		
578	1	28	4	小楼	20604		
579	1	28	5	暮霭	20605		
580	1	28	6	清欢	20606		
581	1	28	7	迷途	20607		
582	1	28	8	叠峦	20608		
583	1	28	9	曲径	20609		
584	1	28	10	流年	20610		
585	1	28	11	对影	20611		
586	1	28	12	风月	20612		
587	1	28	13	孤云	20613		
588	1	28	14	濯止	20614		
589	1	28	15	霁清	20615		
590	1	28	16	薄雾	20616		
591	1	28	17	落渊	20617		
592	1	28	18	出尘	20618		
593	1	28	19	秭归	20619		
594	1	28	20	淡墨	20620		
595	1	28	21	临风	20621		
596	2	0	1	默认	19668	216;188;179;255	
597	2	0	2	月华	19669	216;188;179;255	
598	2	0	3	凝脂	19670	216;188;179;255	
599	2	0	4	芙蓉	19671	216;188;179;255	
600	2	0	5	琉璃	19672	216;188;179;255	
601	2	1	1	默认	19673	134;116;109;255	
602	2	1	2	静秋	19673	134;116;109;255	
603	2	1	3	云雁	19674	67;43;53;255	
604	2	1	4	暮鸦	19675	174;163;166;255	
605	2	1	5	清辉	19676	178;184;178;255	
606	2	1	6	金瑶	19677	90;39;17;255	
607	2	1	7	霜枝	19678	161;162;160;255	
608	2	1	8	琴音	19679	150;108;70;255	
609	2	1	9	松影	19680	161;162;160;255	
610	2	1	10	梦幽	19681	155;148;151;255	
611	2	1	11	清波	19682	112;110;106;255	
612	2	1	12	天翠	19683	112;110;106;255	
613	2	1	13	水月	19684	112;110;106;255	
614	2	1	14	雁影	19685	95;87;83;255	
615	2	1	15	琥珀	19686	150;108;70;255	
616	2	1	16	猫瞳	19687	150;108;70;255	
617	2	1	17	瑶池	19688	23;134;159;255	
618	2	1	18	晚光	19689	148;71;87;255	
619	2	1	19	花影	19690	173;116;173;255	
620	2	1	20	云舟	19691	166;161;144;255	
621	2	1	21	星璧	19692	46;156;156;255	
622	2	1	22	静泊	19693	101;173;178;255	
623	2	1	23	风吟	19694	94;115;81;255	
624	2	1	24	碧波	19695	77;134;124;255	
625	2	1	25	霞光	19696	67;12;41;255	
626	2	1	26	心语	19697	139;108;141;255	
627	2	2	1	默认	19673	134;116;109;255	
628	2	2	2	静秋	19673	134;116;109;255	
629	2	2	3	云雁	19674	67;43;53;255	
630	2	2	4	暮鸦	19675	174;163;166;255	
631	2	2	5	清辉	19676	178;184;178;255	
632	2	2	6	金瑶	19677	90;39;17;255	
633	2	2	7	霜枝	19678	161;162;160;255	
634	2	2	8	琴音	19679	150;108;70;255	
635	2	2	9	松影	19680	161;162;160;255	
636	2	2	10	梦幽	19681	155;148;151;255	
637	2	2	11	清波	19682	112;110;106;255	
638	2	2	12	天翠	19683	112;110;106;255	
639	2	2	13	水月	19684	112;110;106;255	
640	2	2	14	雁影	19685	95;87;83;255	
641	2	2	15	琥珀	19686	150;108;70;255	
642	2	2	16	猫瞳	19687	150;108;70;255	
643	2	2	17	瑶池	19688	23;134;159;255	
644	2	2	18	晚光	19689	148;71;87;255	
645	2	2	19	花影	19690	173;116;173;255	
646	2	2	20	云舟	19691	166;161;144;255	
647	2	2	21	星璧	19692	46;156;156;255	
648	2	2	22	静泊	19693	101;173;178;255	
649	2	2	23	风吟	19694	94;115;81;255	
650	2	2	24	碧波	19695	77;134;124;255	
651	2	2	25	霞光	19696	67;12;41;255	
652	2	2	26	心语	19697	139;108;141;255	
653	2	3	1	默认	19704	140;100;88;255	
654	2	3	2	见青山	19704	140;100;88;255	
655	2	3	3	断桥远	19705	140;100;88;255	
656	2	3	4	小怜云	19706	140;100;88;255	
657	2	3	5	展锋芒	19707	140;100;88;255	
658	2	3	6	卷云舒	19708	140;100;88;255	
659	2	3	7	枉凝眉	19709	140;100;88;255	
660	2	3	8	远山黛	19710	140;100;88;255	
661	2	3	9	点芙蓉	19711	140;100;88;255	
662	2	3	10	冲云亭	19712	140;100;88;255	
663	2	3	11	螓蛾首	19713	140;100;88;255	
664	2	3	12	露华浓	19714	140;100;88;255	
665	2	3	13	鹤衔梅	19715	140;100;88;255	
666	2	3	14	玉钗横	19716	140;100;88;255	
667	2	3	15	独怅惘	19717	140;100;88;255	
668	2	3	16	玉箫吟	19718	140;100;88;255	
669	2	3	17	半梦娇	19719	140;100;88;255	
670	2	3	18	春庭雪	19720	140;100;88;255	
671	2	3	19	飒沓歌	19721	140;100;88;255	
672	2	3	20	风吹雪	19722	140;100;88;255	
673	2	3	21	念离愁	19723	140;100;88;255	
674	2	3	22	浮光远	19724	140;100;88;255	
675	2	3	23	意迟迟	19725	140;100;88;255	
676	2	3	24	留春令	19726	140;100;88;255	
677	2	3	25	梦秦娥	19727	140;100;88;255	
678	2	3	26	柳梢头	19728	140;100;88;255	
679	2	3	27	秋意浓	19729	140;100;88;255	
680	2	3	28	怒黄郎	19730	140;100;88;255	
681	2	3	29	思情鸢	19731	140;100;88;255	
682	2	3	30	玉阑干	19732	140;100;88;255	
683	2	3	31	一剪梅	19733	140;100;88;255	
684	2	3	32	解语花	19734	140;100;88;255	
685	2	3	33	清平调	19735	140;100;88;255	
686	2	3	34	颜如玉	19736	140;100;88;255	
687	2	3	35	画楼东	19737	140;100;88;255	
688	2	3	36	云山绕	19738	140;100;88;255	
689	2	3	37	钗头凤	19739	140;100;88;255	
690	2	3	38	雾中寻	19740	140;100;88;255	
691	2	3	39	迷仙引	19741	140;100;88;255	
692	2	3	40	竹马来	19742	140;100;88;255	
693	2	4	0	默认	19790		
694	2	4	1	红笺	19975	230;157;152;255	
695	2	4	2	红霞	19976	230;157;152;255	
696	2	4	3	红炉	19977	230;157;152;255	
697	2	4	4	红豆	19978	230;157;152;255	
698	2	4	5	红枫	19979	230;157;152;255	
699	2	4	6	红粟	19980	230;157;152;255	
700	2	4	7	红荔	19981	230;157;152;255	
701	2	4	8	红尘	19982	230;157;152;255	
702	2	4	9	红怜	19983	230;157;152;255	
703	2	4	10	红云	19984	230;157;152;255	
704	2	4	11	红咲	19985	230;157;152;255	
705	2	4	12	红苕	19986	230;157;152;255	
706	2	4	13	红酥	19987	230;157;152;255	
707	2	4	14	红萤	19988	230;157;152;255	
708	2	4	15	红烛	19989	230;157;152;255	
