ID	RoleType	Type	ShowID	Name	IconID	DefaultRGBA	Label
92	1	3	35	眉毛·34	20045	140;100;88;255	
93	1	3	36	眉毛·35	20046	140;100;88;255	
94	1	3	37	眉毛·36	20047	140;100;88;255	
95	1	3	38	眉毛·37	20048	140;100;88;255	
96	1	3	39	眉毛·38	20049	140;100;88;255	
97	1	3	40	眉毛·39	20050	140;100;88;255	
98	1	4	0	腮红·0	19790	230;157;152;255	
99	1	4	1	腮红·1	19975	230;157;152;255	
100	1	4	2	腮红·2	19976	230;157;152;255	
101	1	4	3	腮红·3	19977	230;157;152;255	
102	1	4	4	腮红·4	19978	230;157;152;255	
103	1	4	5	腮红·5	19979	230;157;152;255	
104	1	4	6	腮红·6	19980	230;157;152;255	
105	1	4	7	腮红·7	19981	230;157;152;255	
106	1	4	8	腮红·8	19982	230;157;152;255	
107	1	4	9	腮红·9	19983	230;157;152;255	
108	1	4	10	腮红·10	19984	230;157;152;255	
109	1	4	11	腮红·11	19985	230;157;152;255	
110	1	4	12	腮红·12	19986	230;157;152;255	
111	1	4	13	腮红·13	19987	230;157;152;255	
112	1	4	14	腮红·14	19988	230;157;152;255	
113	1	4	15	腮红·15	19989	230;157;152;255	
114	1	4	16	腮红·16	19990	230;157;152;255	
115	1	4	17	腮红·17	19991	230;157;152;255	
116	1	5	0	胡须·0	19790	255;255;255;255	
117	1	5	1	胡须·1		161;138;128;255	
118	1	6	0	眼神光·0	19790	255;255;255;255	
119	1	6	1	眼神光·1	19955		
120	1	6	2	眼神光·2	19956		
121	1	6	3	眼神光·3	19957		
122	1	6	4	眼神光·4	19958		
123	1	6	5	眼神光·5	19959		
124	1	6	6	眼神光·6	19960		
125	1	6	7	眼神光·7	19961		
126	1	6	8	眼神光·8	19962		
127	1	6	9	眼神光·9	19963		
128	1	6	10	眼神光·10	19964		
129	1	6	11	眼神光·11	19965		
130	1	6	12	眼神光·12	19966		
131	1	6	13	眼神光·13	19967		
132	1	6	14	眼神光·14	19968		
133	1	6	15	眼神光·15	19969		
134	1	6	16	眼神光·16	19970		
135	1	6	17	眼神光·17	19971		
136	1	6	18	眼神光·18	19972		
137	1	6	19	眼神光·19	19973		
138	1	6	20	眼神光·20	19974		
139	1	7	0	贴花1·0	19790	255;255;255;255	
140	1	7	1	贴花1·1	19925		
141	1	7	2	贴花1·2	19926		
142	1	7	3	贴花1·3	19911		
143	1	7	4	贴花1·4	19912		
144	1	7	5	贴花1·5	19913		
145	1	7	6	贴花1·6	19892		
146	1	7	7	贴花1·7	19893		
147	1	7	8	贴花1·8	19894		
148	1	7	9	贴花1·9	19895		
149	1	7	10	贴花1·10	19896		
150	1	7	11	贴花1·11	19897		
151	1	7	12	贴花1·12	19883		
152	1	7	13	贴花1·13	19881		
153	1	7	14	贴花1·14	19882		
154	1	7	15	贴花1·15	19887		
155	1	7	16	贴花1·16	19885		
156	1	7	17	贴花1·17	19877		
157	1	7	18	贴花1·18	19862		
158	1	7	19	贴花1·19	19878		
159	1	7	20	贴花1·20	19876		
160	1	7	21	贴花1·21	19875		
161	1	7	22	贴花1·22	19861		
162	1	7	23	贴花1·23	19872		
163	1	7	24	贴花1·24	19873		
164	1	7	25	贴花1·25	19874		
165	1	7	26	贴花1·26	19867		
166	1	7	27	贴花1·27	19868		
167	1	7	28	贴花1·28	19869		
168	1	7	29	贴花1·29	19871		
169	1	7	30	贴花1·30	19863		
170	1	7	31	贴花1·31	19864		
171	1	7	32	贴花1·32	19865		
172	1	7	33	贴花1·33	19879		
173	1	7	34	贴花1·34	19914		
174	1	7	35	贴花1·35	19915		
175	1	7	36	贴花1·36	19916		
176	1	7	37	贴花1·37	19919		
177	1	7	38	贴花1·38	19920		
178	1	7	39	贴花1·39	19923		
179	1	7	40	贴花1·40	19900		
180	1	7	41	贴花1·41	19902		
181	1	7	42	贴花1·42	19904		
182	1	7	43	贴花1·43	19907		
183	1	7	44	贴花1·44	19898		
184	1	7	45	贴花1·45	19880		
185	1	7	46	贴花1·46	19880		
186	1	7	47	贴花1·47	19884		
187	1	7	48	贴花1·48	19884		
188	1	7	49	贴花1·49	19886		
189	1	7	50	贴花1·50	19886		
190	1	7	51	贴花1·51	19888		
191	1	7	52	贴花1·52	19888		
192	1	7	53	贴花1·53	19891		
193	1	7	54	贴花1·54	19891		
194	1	7	55	贴花1·55	19891		
195	1	7	56	贴花1·56	19889		
196	1	7	57	贴花1·57	19889		
197	1	7	58	贴花1·58	19889		
198	1	7	59	贴花1·59	19890		
199	1	7	60	贴花1·60	19890		
200	1	7	61	贴花1·61	19890		
201	1	7	62	贴花1·62	19899		
202	1	7	63	贴花1·63	19899		
203	1	7	64	贴花1·64	19901		
204	1	7	65	贴花1·65	19901		
205	1	7	66	贴花1·66	19901		
206	1	7	67	贴花1·67	19903		
207	1	7	68	贴花1·68	19903		
208	1	7	69	贴花1·69	19903		
209	1	8	0	贴花2·0	19790	255;255;255;255	
210	1	8	1	贴花2·1	19925		
211	1	8	2	贴花2·2	19926		
212	1	8	3	贴花2·3	19911		
213	1	8	4	贴花2·4	19912		
214	1	8	5	贴花2·5	19913		
215	1	8	6	贴花2·6	19892		
216	1	8	7	贴花2·7	19893		
217	1	8	8	贴花2·8	19894		
218	1	8	9	贴花2·9	19895		
219	1	8	10	贴花2·10	19896		
220	1	8	11	贴花2·11	19897		
221	1	8	12	贴花2·12	19883		
222	1	8	13	贴花2·13	19881		
223	1	8	14	贴花2·14	19882		
224	1	8	15	贴花2·15	19887		
225	1	8	16	贴花2·16	19885		
226	1	8	17	贴花2·17	19877		
227	1	8	18	贴花2·18	19862		
228	1	8	19	贴花2·19	19878		
229	1	8	20	贴花2·20	19876		
230	1	8	21	贴花2·21	19875		
231	1	8	22	贴花2·22	19861		
232	1	8	23	贴花2·23	19872		
233	1	8	24	贴花2·24	19873		
234	1	8	25	贴花2·25	19874		
235	1	8	26	贴花2·26	19867		
236	1	8	27	贴花2·27	19868		
237	1	8	28	贴花2·28	19869		
238	1	8	29	贴花2·29	19871		
239	1	8	30	贴花2·30	19863		
240	1	8	31	贴花2·31	19864		
241	1	8	32	贴花2·32	19865		
242	1	8	33	贴花2·33	19879		
243	1	8	34	贴花2·34	19914		
244	1	8	35	贴花2·35	19915		
245	1	8	36	贴花2·36	19916		
246	1	8	37	贴花2·37	19919		
247	1	8	38	贴花2·38	19920		
248	1	8	39	贴花2·39	19923		
249	1	8	40	贴花2·40	19900		
250	1	8	41	贴花2·41	19902		
251	1	8	42	贴花2·42	19904		
252	1	8	43	贴花2·43	19907		
253	1	8	44	贴花2·44	19898		
254	1	8	45	贴花2·45	19880		
255	1	8	46	贴花2·46	19880		
256	1	8	47	贴花2·47	19884		
257	1	8	48	贴花2·48	19884		
258	1	8	49	贴花2·49	19886		
259	1	8	50	贴花2·50	19886		
260	1	8	51	贴花2·51	19888		
261	1	8	52	贴花2·52	19888		
262	1	8	53	贴花2·53	19891		
263	1	8	54	贴花2·54	19891		
264	1	8	55	贴花2·55	19891		
265	1	8	56	贴花2·56	19889		
266	1	8	57	贴花2·57	19889		
267	1	8	58	贴花2·58	19889		
268	1	8	59	贴花2·59	19890		
269	1	8	60	贴花2·60	19890		
270	1	8	61	贴花2·61	19890		
271	1	8	62	贴花2·62	19899		
272	1	8	63	贴花2·63	19899		
273	1	8	64	贴花2·64	19901		
274	1	8	65	贴花2·65	19901		
275	1	8	66	贴花2·66	19901		
276	1	8	67	贴花2·67	19903		
277	1	8	68	贴花2·68	19903		
278	1	8	69	贴花2·69	19903		
279	1	9	0	贴花3·0	19790	255;255;255;255	
280	1	9	1	贴花3·1	19925		
281	1	9	2	贴花3·2	19926		
282	1	9	3	贴花3·3	19911		
283	1	9	4	贴花3·4	19912		
284	1	9	5	贴花3·5	19913		
285	1	9	6	贴花3·6	19892		
286	1	9	7	贴花3·7	19893		
287	1	9	8	贴花3·8	19894		
288	1	9	9	贴花3·9	19895		
289	1	9	10	贴花3·10	19896		
290	1	9	11	贴花3·11	19897		
291	1	9	12	贴花3·12	19883		
292	1	9	13	贴花3·13	19881		
293	1	9	14	贴花3·14	19882		
294	1	9	15	贴花3·15	19887		
295	1	9	16	贴花3·16	19885		
296	1	9	17	贴花3·17	19877		
297	1	9	18	贴花3·18	19862		
298	1	9	19	贴花3·19	19878		
299	1	9	20	贴花3·20	19876		
300	1	9	21	贴花3·21	19875		
301	1	9	22	贴花3·22	19861		
302	1	9	23	贴花3·23	19872		
303	1	9	24	贴花3·24	19873		
304	1	9	25	贴花3·25	19874		
305	1	9	26	贴花3·26	19867		
306	1	9	27	贴花3·27	19868		
307	1	9	28	贴花3·28	19869		
308	1	9	29	贴花3·29	19871		
309	1	9	30	贴花3·30	19863		
310	1	9	31	贴花3·31	19864		
311	1	9	32	贴花3·32	19865		
312	1	9	33	贴花3·33	19879		
313	1	9	34	贴花3·34	19914		
314	1	9	35	贴花3·35	19915		
315	1	9	36	贴花3·36	19916		
316	1	9	37	贴花3·37	19919		
317	1	9	38	贴花3·38	19920		
318	1	9	39	贴花3·39	19923		
319	1	9	40	贴花3·40	19900		
320	1	9	41	贴花3·41	19902		
321	1	9	42	贴花3·42	19904		
322	1	9	43	贴花3·43	19907		
323	1	9	44	贴花3·44	19898		
324	1	9	45	贴花3·45	19880		
325	1	9	46	贴花3·46	19880		
326	1	9	47	贴花3·47	19884		
327	1	9	48	贴花3·48	19884		
328	1	9	49	贴花3·49	19886		
329	1	9	50	贴花3·50	19886		
330	1	9	51	贴花3·51	19888		
331	1	9	52	贴花3·52	19888		
332	1	9	53	贴花3·53	19891		
333	1	9	54	贴花3·54	19891		
334	1	9	55	贴花3·55	19891		
335	1	9	56	贴花3·56	19889		
336	1	9	57	贴花3·57	19889		
337	1	9	58	贴花3·58	19889		
338	1	9	59	贴花3·59	19890		
339	1	9	60	贴花3·60	19890		
340	1	9	61	贴花3·61	19890		
341	1	9	62	贴花3·62	19899		
342	1	9	63	贴花3·63	19899		
343	1	9	64	贴花3·64	19901		
344	1	9	65	贴花3·65	19901		
345	1	9	66	贴花3·66	19901		
346	1	9	67	贴花3·67	19903		
347	1	9	68	贴花3·68	19903		
348	1	9	69	贴花3·69	19903		
349	1	10	0	唇彩·0	19790	255;255;255;255	
350	1	10	1	唇彩·1			
351	1	10	2	唇彩·2			
352	1	10	3	唇彩·3			
353	1	10	4	唇彩·4			
354	1	10	5	唇彩·5			
355	1	10	6	唇彩·6			
356	1	10	7	唇彩·7			
357	1	10	8	唇彩·8			
358	1	10	9	唇彩·9			
359	1	10	10	唇彩·10			
360	1	10	11	唇彩·11			
361	1	10	12	唇彩·12			
362	1	10	13	唇彩·13			
363	1	10	14	唇彩·14			
364	1	10	15	唇彩·15			
365	1	10	16	唇彩·16			
366	1	10	17	唇彩·17			
367	1	10	18	唇彩·18			
368	1	10	19	唇彩·19			
369	1	10	20	唇彩·20			
370	1	11	0	闪点·0	19790	255;255;255;255	
371	1	11	1	闪点·1	19934		
372	1	11	2	闪点·2	19935		
373	1	11	3	闪点·3	19936		
374	1	11	4	闪点·4	19937		
375	1	11	5	闪点·5	19938		
376	1	11	6	闪点·6	19939		
377	1	11	7	闪点·7	19940		
378	1	11	8	闪点·8	19941		
379	1	11	9	闪点·9	19942		
380	1	11	10	闪点·10	19943		
381	1	11	11	闪点·11	19944		
382	1	11	12	闪点·12	19945		
383	1	11	13	闪点·13	19946		
384	1	11	14	闪点·14	19947		
385	1	12	0	叠涂·0	19790	255;255;255;255	
386	1	12	1	叠涂·1			
387	1	12	2	叠涂·2			
388	1	12	3	叠涂·3			
389	1	12	4	叠涂·4			
390	1	12	5	叠涂·5			
391	1	12	6	叠涂·6			
392	1	12	7	叠涂·7			
393	1	12	8	叠涂·8			
394	1	12	9	叠涂·9			
395	1	12	10	叠涂·10			
396	1	12	11	叠涂·11			
397	1	12	12	叠涂·12			
398	1	12	13	叠涂·13			
399	1	12	14	叠涂·14			
400	1	12	15	叠涂·15			
401	1	12	16	叠涂·16			
402	1	12	17	叠涂·17			
403	1	12	18	叠涂·18			
404	1	12	19	叠涂·19			
405	1	12	20	叠涂·20			
406	1	13	0	偏光·0	19790	255;255;255;255	
407	1	13	1	偏光·1			
408	1	13	2	偏光·2			
409	1	13	3	偏光·3			
410	1	13	4	偏光·4			
411	1	13	5	偏光·5			
412	1	13	6	偏光·6			
413	1	13	7	偏光·7			
414	1	13	8	偏光·8			
415	1	13	9	偏光·9			
416	1	13	10	偏光·10			
417	1	13	11	偏光·11			
418	1	13	12	偏光·12			
419	1	13	13	偏光·13			
420	1	13	14	偏光·14			
421	1	14	1	默认	19790	197;114;109;255	
422	1	14	2	唇形·1		197;114;109;255	
423	1	14	3	唇形·2		197;114;109;255	
424	1	14	4	唇形·3		197;114;109;255	
425	1	14	5	唇形·4		197;114;109;255	
426	1	14	6	唇形·5		197;114;109;255	
427	1	14	7	唇形·6		197;114;109;255	
428	1	14	8	唇形·7		197;114;109;255	
429	1	14	9	唇形·8		197;114;109;255	
430	1	14	10	唇形·9		197;114;109;255	
431	1	14	11	唇形·10		197;114;109;255	
432	1	14	12	唇形·11		197;114;109;255	
433	1	14	13	唇形·12		197;114;109;255	
434	1	14	14	唇形·13		197;114;109;255	
435	1	14	15	唇形·14		197;114;109;255	
436	1	14	16	唇形·15		197;114;109;255	
437	1	14	17	唇形·16		197;114;109;255	
438	1	14	18	唇形·17		197;114;109;255	
439	1	15	0	眼影·底·0	19790	255;255;255;255	
440	1	15	1	眼影·底·1			
441	1	15	2	眼影·底·2			
442	1	15	3	眼影·底·3			
443	1	15	4	眼影·底·4			
444	1	15	5	眼影·底·5			
445	1	15	6	眼影·底·6			
446	1	15	7	眼影·底·7			
447	1	15	8	眼影·底·8			
448	1	15	9	眼影·底·9			
449	1	15	10	眼影·底·10			
450	1	16	0	眼影·叠·0	19790	255;255;255;255	
451	1	16	1	眼影·叠·1			
452	1	16	2	眼影·叠·2			
453	1	16	3	眼影·叠·3			
454	1	16	4	眼影·叠·4			
455	1	16	5	眼影·叠·5			
456	1	16	6	眼影·叠·6			
457	1	16	7	眼影·叠·7			
458	1	16	8	眼影·叠·8			
459	1	16	9	眼影·叠·9			
460	1	16	10	眼影·叠·10			
461	1	17	0	眼影·晕·0	19790	255;255;255;255	
462	1	17	1	眼影·晕·1			
463	1	17	2	眼影·晕·2			
464	1	17	3	眼影·晕·3			
465	1	17	4	眼影·晕·4			
466	1	17	5	眼影·晕·5			
467	1	17	6	眼影·晕·6			
468	1	17	7	眼影·晕·7			
469	1	17	8	眼影·晕·8			
470	1	17	9	眼影·晕·9			
471	1	17	10	眼影·晕·10			
472	1	18	0	眼线·0	19790	255;255;255;255	
473	1	18	1	眼线·1			
474	1	18	2	眼线·2			
475	1	18	3	眼线·3			
476	1	18	4	眼线·4			
477	1	18	5	眼线·5			
478	1	18	6	眼线·6			
479	1	18	7	眼线·7			
480	1	18	8	眼线·8			
481	1	18	9	眼线·9			
482	1	18	10	眼线·10			
483	1	19	0	闪点·底·0	19790	255;255;255;255	
484	1	19	1	闪点·底·1	19948		
485	1	19	2	闪点·底·2	19949		
486	1	19	3	闪点·底·3	19950		
487	1	19	4	闪点·底·4	19951		
488	1	19	5	闪点·底·5	19952		
489	1	19	6	闪点·底·6	19953		
490	1	19	7	闪点·底·7	19954		
491	1	20	0	闪点·叠·0	19790	255;255;255;255	
492	1	20	1	闪点·叠·1	19948		
493	1	20	2	闪点·叠·2	19949		
494	1	20	3	闪点·叠·3	19950		
495	1	20	4	闪点·叠·4	19951		
496	1	20	5	闪点·叠·5	19952		
497	1	20	6	闪点·叠·6	19953		
498	1	20	7	闪点·叠·7	19954		
499	1	21	0	闪点·晕·0	19790	255;255;255;255	
500	1	21	1	闪点·晕·1	19948		
501	1	21	2	闪点·晕·2	19949		
502	1	21	3	闪点·晕·3	19950		
503	1	21	4	闪点·晕·4	19951		
504	1	21	5	闪点·晕·5	19952		
505	1	21	6	闪点·晕·6	19953		
506	1	21	7	闪点·晕·7	19954		
507	1	22	0	闪点·眼线·0	19790	255;255;255;255	
508	1	22	1	闪点·眼线·1	19948		
509	1	22	2	闪点·眼线·2	19949		
510	1	22	3	闪点·眼线·3	19950		
511	1	22	4	闪点·眼线·4	19951		
512	1	22	5	闪点·眼线·5	19952		
513	1	22	6	闪点·眼线·6	19953		
514	1	22	7	闪点·眼线·7	19954		
515	1	23	0	眼睫毛·0	19790	255;255;255;255	
516	1	23	1	眼睫毛·1	19793		
517	1	23	2	眼睫毛·2	19792		
518	1	23	3	眼睫毛·3	19795		
519	1	23	4	眼睫毛·4	19794		
520	1	23	5	眼睫毛·5	19797		
521	1	23	6	眼睫毛·6	19796		
522	1	23	7	眼睫毛·7	19799		
523	1	23	8	眼睫毛·8	19798		
524	1	23	9	眼睫毛·9	19801		
525	1	23	10	眼睫毛·10	19800		
526	1	23	11	眼睫毛·11	19803		
527	1	23	12	眼睫毛·12	19802		
528	1	24	0	左眼白·0	19790	255;255;255;255	
529	1	24	1	左眼白·1	20003		
530	1	24	2	左眼白·2	20004		
531	1	24	3	左眼白·3	20005		
532	1	24	4	左眼白·4	20006		
533	1	24	5	左眼白·5	20007		
534	1	24	6	左眼白·6	20008		
535	1	24	7	左眼白·7	20009		
536	1	24	8	左眼白·8	20010		
537	1	24	9	左眼白·9	20011		
538	1	25	0	右眼白·0	19790	255;255;255;255	
539	1	25	1	右眼白·1	20003		
540	1	25	2	右眼白·2	20004		
541	1	25	3	右眼白·3	20005		
542	1	25	4	右眼白·4	20006		
543	1	25	5	右眼白·5	20007		
544	1	25	6	右眼白·6	20008		
545	1	25	7	右眼白·7	20009		
546	1	25	8	右眼白·8	20010		
547	1	25	9	右眼白·9	20011		
548	1	26	0	阴影·0	19790	255;255;255;255	
549	1	26	1	阴影·1	19992	220;181;164;255	
550	1	26	2	阴影·2	19993	220;181;164;255	
551	1	26	3	阴影·3	19994	220;181;164;255	
552	1	26	4	阴影·4	19995	220;181;164;255	
553	1	26	5	阴影·5	19996	220;181;164;255	
554	1	26	6	阴影·6	19997	220;181;164;255	
555	1	26	7	阴影·7	19998	220;181;164;255	
556	1	26	8	阴影·8	19999	220;181;164;255	
557	1	26	9	阴影·9	20000	220;181;164;255	
558	1	26	10	阴影·10	20001	220;181;164;255	
559	1	27	0	卧蚕·0	19790	255;255;255;255	
560	1	27	1	卧蚕·1			
561	1	27	2	卧蚕·2			
562	1	27	3	卧蚕·3			
563	1	27	4	卧蚕·4			
564	1	27	5	卧蚕·5			
565	1	27	6	卧蚕·6			
566	1	27	7	卧蚕·7			
567	1	27	8	卧蚕·8			
568	1	27	9	卧蚕·9			
569	1	27	10	卧蚕·10			
570	1	27	11	卧蚕·11			
571	1	27	12	卧蚕·12			
572	1	27	13	卧蚕·13			
573	1	27	14	卧蚕·14			
574	1	27	15	卧蚕·15			
575	1	27	16	卧蚕·16			
576	1	28	1	默认	19790	255;255;255;255	
577	1	28	2	双眼皮·1			
578	1	28	3	双眼皮·2			
579	1	28	4	双眼皮·3			
580	1	28	5	双眼皮·4			
581	1	28	6	双眼皮·5			
582	1	28	7	双眼皮·6			
583	1	28	8	双眼皮·7			
584	1	28	9	双眼皮·8			
585	1	28	10	双眼皮·9			
586	1	28	11	双眼皮·10			
587	1	28	12	双眼皮·11			
588	1	28	13	双眼皮·12			
589	1	28	14	双眼皮·13			
590	1	28	15	双眼皮·14			
591	1	28	16	双眼皮·15			
592	1	28	17	双眼皮·16			
593	1	28	18	双眼皮·17			
594	1	28	19	双眼皮·18			
595	1	28	20	双眼皮·19			
596	1	28	21	双眼皮·20			
597	2	0	1	面部皮肤·1	19668	216;188;179;255	
598	2	0	2	面部皮肤·2	19669	216;188;179;255	
599	2	0	3	面部皮肤·3	19670	216;188;179;255	
600	2	0	4	面部皮肤·4	19671	216;188;179;255	
601	2	0	5	面部皮肤·5	19672	216;188;179;255	
602	2	1	1	默认	19673	134;116;109;255	
603	2	1	2	左虹膜·1	19673	134;116;109;255	
604	2	1	3	左虹膜·2	19674	67;43;53;255	
605	2	1	4	左虹膜·3	19675	174;163;166;255	
606	2	1	5	左虹膜·4	19676	178;184;178;255	
607	2	1	6	左虹膜·5	19677	90;39;17;255	
608	2	1	7	左虹膜·6	19678	161;162;160;255	
609	2	1	8	左虹膜·7	19679	150;108;70;255	
610	2	1	9	左虹膜·8	19680	161;162;160;255	
611	2	1	10	左虹膜·9	19681	155;148;151;255	
612	2	1	11	左虹膜·10	19682	112;110;106;255	
613	2	1	12	左虹膜·11	19683	112;110;106;255	
614	2	1	13	左虹膜·12	19684	112;110;106;255	
615	2	1	14	左虹膜·13	19685	95;87;83;255	
616	2	1	15	左虹膜·14	19686	150;108;70;255	
617	2	1	16	左虹膜·15	19687	150;108;70;255	
618	2	1	17	左虹膜·16	19688	23;134;159;255	
619	2	1	18	左虹膜·17	19689	148;71;87;255	
620	2	1	19	左虹膜·18	19690	173;116;173;255	
621	2	1	20	左虹膜·19	19691	166;161;144;255	
622	2	1	21	左虹膜·20	19692	46;156;156;255	
623	2	1	22	左虹膜·21	19693	101;173;178;255	
624	2	1	23	左虹膜·22	19694	94;115;81;255	
625	2	1	24	左虹膜·23	19695	77;134;124;255	
626	2	1	25	左虹膜·24	19696	67;12;41;255	
627	2	1	26	左虹膜·25	19697	139;108;141;255	
628	2	2	1	默认	19673	134;116;109;255	
629	2	2	2	右虹膜·1	19673	134;116;109;255	
630	2	2	3	右虹膜·2	19674	67;43;53;255	
631	2	2	4	右虹膜·3	19675	174;163;166;255	
632	2	2	5	右虹膜·4	19676	178;184;178;255	
633	2	2	6	右虹膜·5	19677	90;39;17;255	
634	2	2	7	右虹膜·6	19678	161;162;160;255	
635	2	2	8	右虹膜·7	19679	150;108;70;255	
636	2	2	9	右虹膜·8	19680	161;162;160;255	
637	2	2	10	右虹膜·9	19681	155;148;151;255	
638	2	2	11	右虹膜·10	19682	112;110;106;255	
639	2	2	12	右虹膜·11	19683	112;110;106;255	
640	2	2	13	右虹膜·12	19684	112;110;106;255	
641	2	2	14	右虹膜·13	19685	95;87;83;255	
642	2	2	15	右虹膜·14	19686	150;108;70;255	
643	2	2	16	右虹膜·15	19687	150;108;70;255	
644	2	2	17	右虹膜·16	19688	23;134;159;255	
645	2	2	18	右虹膜·17	19689	148;71;87;255	
646	2	2	19	右虹膜·18	19690	173;116;173;255	
647	2	2	20	右虹膜·19	19691	166;161;144;255	
648	2	2	21	右虹膜·20	19692	46;156;156;255	
649	2	2	22	右虹膜·21	19693	101;173;178;255	
650	2	2	23	右虹膜·22	19694	94;115;81;255	
651	2	2	24	右虹膜·23	19695	77;134;124;255	
652	2	2	25	右虹膜·24	19696	67;12;41;255	
