ReshapeID	BoneName	FKUniformScale	FKScaleTranslation	FKTranslationX	FKTranslationY	FKTranslationZ	PostScaleX	PostScaleY	PostScaleZ	PostRotationX	PostRotationY	PostRotationZ	PostTranslationX	PostTranslationY	PostTranslationZ	ValueMin	ValueMax	InverseValue	InverseSocketScale	OptionalInverseSocket
10	bip01 spine1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.5	0.5	0	0	0
11	bip01 spine	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.8	1.2	0	0	0
12	bip01 spine	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.8	1.2	0	0	0
13	bip01 pelvis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.8	1.2	0	0	0
14	bip01 pelvis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.8	1.2	0	0	0
15	bip01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	0	0	0
15	bip01 spine1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	0	0
15	b_lp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	1	0
15	b_rp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	1	0
15	bip01 spine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	1	0
15	bip01 l calf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	1	0
15	bip01 r calf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	1	1	0
16	bip01 lthightwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
16	bip01 rthightwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
17	bip01 l thigh	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
17	bip01 r thigh	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
18	bip01 l calf	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
18	bip01 r calf	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
19	bip01 l upperarm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
19	b_lh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	1	1	0
19	bip01 r upperarm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
19	b_rh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	1	1	0
20	bip01 l upperarm	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
20	bip01 r upperarm	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
20	bone_l_armtwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
20	bone_r_armtwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
21	bip01 l foretwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
21	bip01 r foretwist	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
22	bip01 l foretwist1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
22	bip01 r foretwist1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.8	1.2	0	0	0
23	bip01 l hand	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
23	b_lh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	1	1	0
23	bip01 r hand	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
23	b_rh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	1	1	0
24	bip01 l foot	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	0	0	0
24	bip01 r foot	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	1.05	0	0	0
24	bip01 l foot	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.65	-0.65	0	0	0
24	bip01 r foot	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.65	-0.65	0	0	0
27	bip01 l finger0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 l finger1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 l finger2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 l finger3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 l finger4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 r finger0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 r finger1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 r finger2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 r finger3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
27	bip01 r finger4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger01	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger21	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger31	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger41	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger01	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger21	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger31	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger41	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger02	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger22	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 l finger42	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger02	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger22	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
28	bip01 r finger42	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9	1.1	0	0	0
