RoleType	Type	ShowID	ColorID	szName	fMax	fMin	fScale	fColorR	fColorG	fColorB	fColorA
1	1	8	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	1	8	9	°×	1	0.02	2	0.941176	0.913725	0.929412	0.74902
1	1	8	10		0	0	0	0.12549	0.098039	0.094118	1
1	1	9	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	1	9	2	³È	2	0	1.84	1	0.576471	0.34902	0.776471
1	1	9	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	1	9	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	1	9	5	À¶	3.25	0	2	0.576471	0.647059	0.921569	0.886275
1	1	9	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	1	9	7	×Ïºì	3.25	0	1.5	0.956863	0.556863	0.854902	0.741176
1	1	9	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	1	9	9	°×	1	0.02	2	0.941176	0.913725	0.929412	0.74902
1	1	9	10		0	0	0	0.203922	0.203922	0.133333	1
1	2	1	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	1	2	³È	3.25	0	2	1	0.576471	0.34902	0.776471
1	2	1	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	1	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	1	5	À¶	3.25	0	2	0.580392	0.647059	0.921569	0.886275
1	2	1	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	1	7	×Ïºì	3.25	0	2	0.956863	0.556863	0.854902	0.741176
1	2	1	8	ºÚ	3.25	0	3	0.403922	0.34902	0.392157	0.337255
1	2	1	9	°×	1.2	0.02	3.03	0.941176	0.913725	0.929412	0.74902
1	2	2	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	2	2	³È	3.25	0	2	1	0.576471	0.34902	0.776471
1	2	2	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	2	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	2	5	À¶	3.25	0	2	0.580392	0.647059	0.921569	0.886275
1	2	2	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	2	7	×Ïºì	3.25	0	2	0.956863	0.556863	0.854902	0.741176
1	2	2	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	2	9	°×	1.2	0.02	3.03	0.941176	0.913725	0.929412	0.74902
1	2	2	10		0	0	0	0.270588	0.25098	0.188235	1
1	2	3	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	3	2	³È	3.25	0	2	1	0.576471	0.34902	0.776471
1	2	3	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	3	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	3	5	À¶	3.25	0	2	0.580392	0.647059	0.921569	0.886275
1	2	3	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	3	7	×Ïºì	3.25	0	2	0.956863	0.556863	0.854902	0.741176
1	2	3	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	3	9	°×	1.2	0.02	3.03	0.941176	0.913725	0.929412	0.74902
1	2	3	10		0	0	0	0.34902	0.25098	0.247059	1
1	2	4	1	ºì	1	0	1.5	0.858824	0.219608	0.219608	0.670588
1	2	4	2	³È	1	0	1.5	1	0.576471	0.34902	0.776471
1	2	4	3	ÂÌ	1	0	1.5	0.690196	0.741176	0.411765	1
1	2	4	4	Çà	1	0	1.5	0.447059	0.694118	0.658824	0.847059
1	2	4	5	À¶	1	0	1.5	0.580392	0.647059	0.921569	0.886275
1	2	4	6	×Ï	1	0	1.5	0.682353	0.592157	0.984314	0.831373
1	2	4	7	×Ïºì	1	0	1.5	0.956863	0.556863	0.854902	0.741176
1	2	4	8	ºÚ	1	0	1.5	0.403922	0.34902	0.392157	0.337255
1	2	4	9	°×	1	0.02	1.5	0.941176	0.913725	0.929412	0.74902
1	2	4	10		0	0	0	0.34902	0.352941	0.313726	1
1	2	5	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	5	2	³È	3.25	0	2	1	0.576471	0.34902	0.776471
1	2	5	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	5	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	5	5	À¶	3.25	0	2	0.580392	0.647059	0.921569	0.886275
1	2	5	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	5	7	×Ïºì	3.25	0	2	0.956863	0.556863	0.854902	0.741176
1	2	5	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	5	9	°×	1.2	0.02	2.42	0.941176	0.913725	0.929412	0.74902
1	2	5	10		0	0	0	0.192157	0.156863	0.133333	1
1	2	6	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	6	2	³È	3.25	0	2	1	0.576471	0.34902	0.776471
1	2	6	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	6	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	6	5	À¶	3.25	0	2	0.580392	0.647059	0.921569	0.886275
1	2	6	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	6	7	×Ïºì	3.25	0	2	0.956863	0.556863	0.854902	0.741176
1	2	6	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	6	9	°×	1.2	0.02	3.03	0.941176	0.913725	0.929412	0.74902
1	2	6	10		0	0	0	0.478431	0.286275	0.12549	1
1	2	7	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	7	2	³È	2	0.3	1	1	0.576471	0.34902	0.776471
1	2	7	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	7	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	7	5	À¶	3.25	0	2	0.576471	0.647059	0.921569	0.886275
1	2	7	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	7	7	×Ïºì	3.25	0	1.5	0.956863	0.556863	0.854902	0.741176
1	2	7	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	7	9	°×	1	0.02	2	0.941176	0.913725	0.929412	0.74902
1	2	7	10		0	0	0	0.415686	0.411765	0.443137	1
1	2	8	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	8	2	³È	2	0	1.72	1	0.576471	0.34902	0.776471
1	2	8	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	8	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	8	5	À¶	3.25	0	2	0.576471	0.647059	0.921569	0.886275
1	2	8	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	8	7	×Ïºì	3.25	0	1.5	0.956863	0.556863	0.854902	0.741176
1	2	8	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	8	9	°×	1	0.02	2	0.941176	0.913725	0.929412	0.74902
1	2	8	10		0	0	0	0.12549	0.098039	0.094118	1
1	2	9	1	ºì	3.25	0	2	0.858824	0.219608	0.219608	0.670588
1	2	9	2	³È	2	0	1.84	1	0.576471	0.34902	0.776471
1	2	9	3	ÂÌ	3.25	0	2	0.690196	0.741176	0.411765	1
1	2	9	4	Çà	3.25	0	2	0.447059	0.694118	0.658824	0.847059
1	2	9	5	À¶	3.25	0	2	0.576471	0.647059	0.921569	0.886275
1	2	9	6	×Ï	3.25	0	2	0.682353	0.592157	0.984314	0.831373
1	2	9	7	×Ïºì	3.25	0	1.5	0.956863	0.556863	0.854902	0.741176
1	2	9	8	ºÚ	3.25	0	1	0.403922	0.34902	0.392157	0.341176
1	2	9	9	°×	1	0.02	2	0.941176	0.913725	0.929412	0.74902
1	2	9	10		0	0	0	0.203922	0.203922	0.133333	1
1	3	1	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	1	2	³È	1.95	0	1.97	1	0.431373	0.356863	0.886275
1	3	1	3	×Ø	1.95	0.89	1.97	0.905882	0.729412	0.670588	0.4
1	3	1	4	»Æ	1.95	0.5	1.97	0.921569	0.556863	0.203922	0.486275
1	3	1	5	»ÆÂÌ	1.95	0	1.97	1	0.858824	0.454902	0.886275
1	3	1	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	1	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	1	8	Çà°×	1.95	0	1.97	0.639216	0.92549	0.909804	0.886275
1	3	1	9	Çà	1.95	0	1.97	0.262745	0.552941	0.701961	0.886275
1	3	1	10	À¶	1.95	0	1.97	0.588235	0.682353	0.87451	0.886275
1	3	1	11	ÉîÀ¶	1.95	0	1.97	0.388235	0.388235	0.643137	0.886275
1	3	1	12	×Ï	1.95	0	1.97	0.788235	0.521569	0.960784	0.886275
1	3	1	13	Éî×Ï	1.95	0	1.97	0.478431	0.219608	0.52549	0.886275
1	3	1	14	Ñóºì	1.95	0	1.97	0.976471	0.521569	0.862745	0.886275
1	3	1	15	ºÚ	1.95	0	1.97	0.270588	0.25098	0.262745	0.886275
1	3	1	16	°×	1.95	0.33	1.97	1	1	1	0.886275
1	3	1	17		0	0	0	0.356863	0.258824	0.227451	1
1	3	2	1	ºì	1.5	0	1.5	0.956863	0.231373	0.231373	0.486275
1	3	2	2	³È	1.5	0	1.5	1	0.431373	0.356863	0.886275
1	3	2	3	×Ø	1	0	1.97	0.709804	0.517647	0.45098	1
1	3	2	4	»Æ	1.5	0.39	1.5	0.921569	0.556863	0.203922	0.486275
1	3	2	5	»ÆÂÌ	1.95	0	1.97	1	0.858824	0.454902	0.886275
1	3	2	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	2	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	2	8	Çà°×	1.95	0	1.97	0.639216	0.92549	0.909804	0.886275
1	3	2	9	Çà	1.95	0	1.97	0.262745	0.552941	0.701961	0.886275
1	3	2	10	À¶	1.95	0	1.97	0.588235	0.682353	0.87451	0.886275
1	3	2	11	ÉîÀ¶	1.95	0	1.97	0.388235	0.388235	0.643137	0.886275
1	3	2	12	×Ï	1.95	0	1.97	0.788235	0.521569	0.960784	0.886275
1	3	2	13	Éî×Ï	1.95	0	1.97	0.478431	0.219608	0.52549	0.886275
1	3	2	14	Ñóºì	1.95	0	1.97	0.976471	0.521569	0.862745	0.886275
1	3	2	15	ºÚ	1.95	0	1.97	0.270588	0.25098	0.262745	0.886275
1	3	2	16	°×	1.95	0	1.97	1	1	1	0.886275
1	3	2	17		0	0	0	0.403922	0.27451	0.207843	1
1	3	3	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	3	2	³È	1.95	0.28	1	1	0.431373	0.356863	0.886275
1	3	3	3	×Ø	1.95	0.2	1	0.784314	0.356863	0.211765	1
1	3	3	4	»Æ	1.95	0.5	1.2	0.921569	0.556863	0.203922	0.486275
1	3	3	5	»ÆÂÌ	1.95	-0.11	1.97	1	0.858824	0.454902	0.886275
1	3	3	6	ÂÌ	1.95	-0.33	1.78	0.898039	0.960784	0.631373	0.686275
1	3	3	7	ÉîÂÌ	1.95	0	1.97	0.337255	0.545098	0.027451	0.886275
1	3	3	8	Çà°×	1.95	-0.5	1.97	0.639216	0.921569	0.909804	0.886275
1	3	3	9	Çà	1.95	0	1.97	0.054902	0.745098	0.85098	0.886275
1	3	3	10	À¶	1.95	-0.22	1.97	0.494118	0.639216	0.933333	0.886275
1	3	3	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	3	12	×Ï	1.95	0	1.97	0.784314	0.521569	0.956863	0.886275
1	3	3	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	3	14	Ñóºì	1.95	0.1	1.2	0.976471	0.521569	0.858824	0.886275
1	3	3	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	3	16	°×	1.95	0.11	1.97	1	1	1	0.886275
1	3	3	17		0	0	0	0.384314	0.282353	0.25098	1
1	3	4	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	4	2	³È	1.95	0	1.97	1	0.6	0.356863	1
1	3	4	3	×Ø	1.95	0	1.97	0.803922	0.376471	0.235294	1
1	3	4	4	»Æ	1.03	0.06	1.97	0.87451	0.623529	0.376471	0.886275
1	3	4	5	»ÆÂÌ	1.95	0	1.97	1	0.858824	0.454902	0.886275
1	3	4	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	4	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	4	8	Çà°×	1.95	0	1.97	0.639216	0.921569	0.909804	0.886275
1	3	4	9	Çà	1.95	0	1.97	0.258824	0.54902	0.701961	0.886275
1	3	4	10	À¶	1.95	0.06	1.97	0.584314	0.682353	0.87451	0.886275
1	3	4	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	4	12	×Ï	1.95	0	1.97	0.784314	0.521569	0.956863	0.886275
1	3	4	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	4	14	Ñóºì	1.95	0	1.97	0.976471	0.521569	0.858824	0.886275
1	3	4	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	4	16	°×	1.75	0.28	1.97	1	1	1	0.886275
1	3	4	17		0	0	0	0.498039	0.168627	0.211765	1
1	3	5	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	5	2	³È	0.97	0	1.97	1	0.431373	0.356863	0.886275
1	3	5	3	×Ø	1.95	0	1.97	0.584314	0.211765	0.086275	1
1	3	5	4	»Æ	0.86	0.11	1.97	1	0.74902	0.498039	1
1	3	5	5	»ÆÂÌ	0.89	0	1.78	1	0.980392	0.447059	0.886275
1	3	5	6	ÂÌ	0.72	0.33	1.97	0.729412	0.85098	0.196078	0.686275
1	3	5	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	5	8	Çà°×	1.05	0	1.95	0.639216	0.921569	0.909804	0.886275
1	3	5	9	Çà	1.95	0	1.97	0.258824	0.54902	0.701961	0.886275
1	3	5	10	À¶	1.05	0	1.97	0.584314	0.682353	0.87451	0.886275
1	3	5	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	5	12	×Ï	0.67	0.28	1.97	0.784314	0.521569	0.956863	0.886275
1	3	5	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	5	14	Ñóºì	0.58	-0.33	2.59	0.976471	0.521569	0.858824	0.886275
1	3	5	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	5	16	°×	0.89	0.22	1.97	1	1	1	0.886275
1	3	5	17		0	0	0	0.639216	0.207843	0.262745	1
1	3	6	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	6	2	³È	0.94	0	1.97	1	0.431373	0.356863	0.886275
1	3	6	3	×Ø	1.95	0	1.97	0.678431	0.258824	0.121569	1
1	3	6	4	»Æ	1.5	0.5	2.56	0.921569	0.556863	0.203922	0.486275
1	3	6	5	»ÆÂÌ	0.83	0	1.97	1	0.858824	0.454902	0.886275
1	3	6	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	6	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	6	8	Çà°×	1.11	0	1.97	0.639216	0.92549	0.909804	0.886275
1	3	6	9	Çà	1.95	0	1.97	0.262745	0.552941	0.701961	0.886275
1	3	6	10	À¶	1.09	0	1.97	0.588235	0.682353	0.87451	0.886275
1	3	6	11	ÉîÀ¶	1.95	0	1.97	0.388235	0.388235	0.643137	0.886275
1	3	6	12	×Ï	0.89	0	1.97	0.788235	0.521569	0.960784	0.886275
1	3	6	13	Éî×Ï	1.95	0	1.97	0.478431	0.219608	0.52549	0.886275
1	3	6	14	Ñóºì	0.97	0	1.97	0.976471	0.521569	0.862745	0.886275
1	3	6	15	ºÚ	1.95	0	1.97	0.270588	0.25098	0.262745	0.886275
1	3	6	16	°×	0.94	0.33	1.97	1	1	1	0.886275
1	3	6	17		0	0	0	0.258824	0.266667	0.607843	1
1	3	7	1	ºì	1.95	0.67	1.97	0.956863	0.231373	0.231373	0.486275
1	3	7	2	³È	1.95	0.28	1.97	0.964706	0.490196	0.254902	0.886275
1	3	7	3	×Ø	1.95	0	1.97	0.784314	0.356863	0.211765	1
1	3	7	4	»Æ	1.95	0.39	1.61	0.917647	0.72549	0.2	0.886275
1	3	7	5	»ÆÂÌ	1.95	0.11	1.97	1	0.858824	0.454902	0.886275
1	3	7	6	ÂÌ	1.95	0.33	1.97	0.67451	0.792157	0.14902	0.686275
1	3	7	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	7	8	Çà°×	1.95	0.17	1.97	0.639216	0.921569	0.909804	0.886275
1	3	7	9	Çà	1.95	0	1.97	0.258824	0.54902	0.701961	0.886275
1	3	7	10	À¶	1.95	0.5	1.97	0.584314	0.682353	0.87451	0.886275
1	3	7	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	7	12	×Ï	1.95	0.22	1.97	0.784314	0.521569	0.956863	0.886275
1	3	7	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	7	14	Ñóºì	1.95	0.11	1.97	0.976471	0.521569	0.858824	0.886275
1	3	7	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	7	16	°×	1.95	0.33	1.97	1	1	1	0.886275
1	3	7	17		0	0	0	0.25098	0.145098	0.145098	1
1	3	8	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	8	2	³È	1.95	0	1.97	0.905882	0.447059	0.32549	0.886275
1	3	8	3	×Ø	1.95	0	1.97	0.509804	0.227451	0.137255	1
1	3	8	4	»Æ	1	0.5	1.97	0.984314	0.929412	0.317647	0.686275
1	3	8	5	»ÆÂÌ	0.92	0.11	1.97	1	0.980392	0.447059	0.886275
1	3	8	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	8	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	8	8	Çà°×	1.95	0.17	1.97	0.639216	0.921569	0.909804	0.886275
1	3	8	9	Çà	1.95	0	1.97	0.258824	0.54902	0.701961	0.886275
1	3	8	10	À¶	1.95	0.17	1.97	0.584314	0.682353	0.87451	0.886275
1	3	8	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	8	12	×Ï	1.95	0	1.97	0.784314	0.521569	0.956863	0.886275
1	3	8	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	8	14	Ñóºì	1.95	0	1.97	0.976471	0.521569	0.858824	0.886275
1	3	8	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	8	16	°×	0.94	0.33	1.97	1	1	1	0.886275
1	3	8	17		0	0	0	0.654902	0.2	0.298039	1
1	3	9	1	ºì	1.95	0	1.97	0.956863	0.231373	0.231373	0.486275
1	3	9	2	³È	0.94	0	1.97	0.909804	0.47451	0.188235	0.886275
1	3	9	3	×Ø	1.95	0	1.97	0.52549	0.215686	0.109804	1
1	3	9	4	»Æ	0.86	0.5	1.97	0.964706	0.752941	0.113725	0.886275
1	3	9	5	»ÆÂÌ	0.86	0	1.97	1	0.952941	0.447059	0.886275
1	3	9	6	ÂÌ	1.95	0	1.97	0.67451	0.792157	0.14902	0.686275
1	3	9	7	ÉîÂÌ	1.95	0	1.97	0.47451	0.556863	0.34902	0.886275
1	3	9	8	Çà°×	0.94	0	1.97	0.639216	0.921569	0.909804	0.886275
1	3	9	9	Çà	1.95	0	1.97	0.258824	0.54902	0.701961	0.886275
1	3	9	10	À¶	1.1	0	1.97	0.584314	0.682353	0.87451	0.886275
1	3	9	11	ÉîÀ¶	1.95	0	1.97	0.384314	0.384314	0.639216	0.886275
1	3	9	12	×Ï	0.92	0	1.97	0.784314	0.521569	0.956863	0.886275
1	3	9	13	Éî×Ï	1.95	0	1.97	0.47451	0.219608	0.521569	0.886275
1	3	9	14	Ñóºì	0.86	0	1.97	0.976471	0.521569	0.858824	0.886275
1	3	9	15	ºÚ	1.95	0	1.97	0.266667	0.247059	0.258824	0.886275
1	3	9	16	°×	0.94	0.33	1.97	1	1	1	0.886275
1	3	9	17		0	0	0	0.6	0.376471	0.67451	1
1	4	1	1	ºì	2	0	1.55	0.968627	0.337255	0.337255	1
1	4	1	2	³È	2	0	1.78	0.94902	0.537255	0.313726	0.6
1	4	1	3	×Ø	2	0.06	1.45	0.647059	0.333333	0.12549	0.8
1	4	1	4	»Æ	2	0.06	1.45	0.941176	0.607843	0.086275	0.6
1	4	1	5	»ÆÂÌ	2	0.06	1.45	0.776471	0.623529	0	0.8
