RoleType	Type	ShowID	FileName	Annotate	PosX	PosY	Width	Height	NeedMirror	MirrorAxis	MirrorValue	PasteMethod	NeedShadow	NeedFlip	HasNormal	HasMRS	HasShadowNormal	HasShadowMRS	HasEyelightTexture	EyelightTexture
1	2	4	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔003.tga	M2右瞳孔虹膜3	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse003.tga
1	2	5	data\source\player\M2\部件\M2裸体模型\face\M2_瞳孔004.tga	M2右瞳孔虹膜4	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse004.tga
1	2	6	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔005.tga	M2右瞳孔虹膜5	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse005.tga
1	2	7	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔006.tga	M2右瞳孔虹膜6	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse006.tga
1	2	8	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔007.tga	M2右瞳孔虹膜7	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse007.tga
1	2	9	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔008.tga	M2右瞳孔虹膜8	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse008.tga
1	2	10	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔009.tga	M2右瞳孔虹膜9	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse009.tga
1	2	11	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔010.tga	M2右瞳孔虹膜10	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse010.tga
1	2	12	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔011.tga	M2右瞳孔虹膜11	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse011.tga
1	2	13	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔012.tga	M2右瞳孔虹膜12	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse012.tga
1	2	14	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔013.tga	M2右瞳孔虹膜13	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse013.tga
1	2	15	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔014.tga	M2右瞳孔虹膜14	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse014.tga
1	2	16	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔015.tga	M2右瞳孔虹膜15	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse015.tga
1	2	17	data\source\player\F2\部件\F2裸体模型\face\F2_瞳孔016.tga	M2右瞳孔虹膜16	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\face\EyeDiffuse016.tga
1	3	1	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_001.tga	M2眼影001	512	622	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	2	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_002.tga	M2眼影002	502	622	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	3	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_003.tga	M2眼影003	513	618	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	4	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_004.tga	M2眼影004	519	621	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	5	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_005.tga	M2眼影005	507	620	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	6	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_006.tga	M2眼影006	512	620	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	7	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_007.tga	M2眼影007	516	616	256	138	1	0	512	1	0	0	0	1	0	0	0	
1	3	8	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_008.tga	M2眼影008	509	620	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	3	9	data\source\player\M2\部件\M2裸体模型\face\M2_眼影_009.tga	M2眼影009	512	618	256	128	1	0	512	1	0	0	0	1	0	0	0	
1	4	1	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_001a.tga	[默认]M2眼线001	511	619	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	2	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_001a.tga	M2眼线001	511	619	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	3	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_002.tga	M2眼线002	511	618	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	4	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_003.tga	M2眼线003	510	619	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	5	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_004.tga	M2眼线004	510	619	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	6	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_005.tga	M2眼线005	510	616	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	7	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_006.tga	M2眼线006	512	618	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	8	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_007.tga	M2眼线007	512	617	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	9	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_008.tga	M2眼线008	512	618	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	10	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_009.tga	M2眼线009	512	619	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	11	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_010.tga	M2眼线010	512	621	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	12	data\source\player\M2\部件\M2裸体模型\face\M2_眼线_011.tga	M2眼线011	512	617	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	1	Data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_001.tga	[默认]M2眉毛001	494	592	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	2	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_001.tga	M2眉毛001	494	592	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	3	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_002.tga	M2眉毛002	484	592	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	4	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_003.tga	M2眉毛003	484	596	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	5	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_004.tga	M2眉毛004	489	594	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	6	Data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_005.tga	M2眉毛005	493	597	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	7	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_006.tga	M2眉毛006	480	593	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	8	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_007.tga	M2眉毛007	488	603	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	9	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_008.tga	M2眉毛008	484	584	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	10	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_009.tga	M2眉毛009	492	593	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	11	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_010.tga	M2眉毛010	489	597	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	12	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_011.tga	M2眉毛011	495	562	256	160	1	0	512	1	0	0	1	1	0	0	0	
1	5	13	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_012.tga	M2眉毛012	493	595	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	14	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_013.tga	M2眉毛013	475	599	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	15	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_004.tga	M2眉毛014	489	594	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	16	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_011.tga	M2眉毛015	495	562	256	160	1	0	512	1	0	0	1	1	0	0	0	
1	5	17	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_002.tga	M2眉毛016	484	592	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	18	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_008.tga	M2眉毛017	484	584	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	19	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_006.tga	M2眉毛018	480	593	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	20	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_014.tga	[默认]M2眉毛001	495	591	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	21	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_015.tga	M2眉毛019	484	599	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	22	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_016.tga	M2眉毛020	493	595	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	23	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_017.tga	M2眉毛021	485	585	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	24	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_018.tga	M2眉毛022	485	589	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	25	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_019.tga	M2眉毛023	485	598	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	26	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_020.tga	M2眉毛024	489	566	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	5	27	data\source\player\M2\部件\M2裸体模型\face\M2_眉毛_021.tga	M2眉毛025	480	572	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	6	1	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_001.tga	M2胡须01	512	626	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	2	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_002.tga	M2胡须02	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	3	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_003.tga	M2胡须03	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	4	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_004.tga	M2胡须04	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	5	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_005.tga	M2胡须05	512	625	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	6	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_006.tga	M2胡须06	512	625	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	7	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_007.tga	M2胡须07	512	620	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	8	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_008.tga	M2胡须08	512	622	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	9	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_009.tga	M2胡须09	512	629	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	10	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_010.tga	M2胡须10	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	11	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_011.tga	M2胡须11	512	627	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	12	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_012.tga	M2胡须12	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	13	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_013.tga	M2胡须13	512	625	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	14	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_014.tga	M2胡须14	512	625	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	15	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_015.tga	M2胡须15	512	622	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	16	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_016.tga	M2胡须16	512	623	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	17	data\source\player\M2\部件\M2裸体模型\face\M2_胡须_017.tga	M2胡须17	512	619	304	399	1	0	512	1	0	0	1	1	0	0	0	
1	6	18	data\source\player\M2\部件\M2裸体模型\face\M2_酒糟鼻.tga	酒糟鼻	512	625	304	399	1	0	512	1	0	0	0	1	0	0	0	
1	7	1	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_001.tga	[默认]M2唇彩001	384	818	256	128	0	0	256	1	1	0	0	1	1	1	0	
1	7	2	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_001.tga	M2唇彩001	384	818	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_001.tga
1	7	3	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_002.tga	M2唇彩002	384	819	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_002.tga
1	7	4	Data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_003.tga	M2唇彩003	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_003.tga
1	7	5	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_004.tga	M2唇彩004	384	819	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_004.tga
1	7	6	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_005.tga	M2唇彩005	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_005.tga
1	7	7	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_006.tga	M2唇彩006	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_006.tga
1	7	8	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_007.tga	M2唇彩007	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_007.tga
1	7	9	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_008.tga	M2唇彩008	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_008.tga
1	7	10	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_009.tga	M2唇彩009	384	818	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_009.tga
1	7	11	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_010.tga	M2唇彩010	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_010.tga
1	7	12	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_011.tga	M2唇彩011	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_011.tga
1	7	13	data\source\player\M2\部件\M2裸体模型\face\M2_唇彩_012.tga	M2唇彩012	384	820	256	128	0	0	256	1	1	0	0	1	1	1	1	data\source\player\M2\部件\M2裸体模型\face\M2_偏光_012.tga
1	8	1	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光001.tga	[默认]M2眼神光1	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_01.tga
1	8	2	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光001.tga	M2眼神光1	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_01.tga
1	8	3	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光002.tga	M2眼神光2	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_02.tga
1	8	4	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光003.tga	M2眼神光3	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_03.tga
1	8	5	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光004.tga	M2眼神光4	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_04.tga
1	8	6	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光005.tga	M2眼神光5	64	64	4	4	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_05.tga
1	8	7	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光006.tga	M2眼神光6	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_06.tga
1	8	8	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光007.tga	M2眼神光7	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_07.tga
1	8	9	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光008.tga	M2眼神光8	64	64	128	128	0	0	512	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_none.tga
1	8	10	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光009.tga	M2眼神光9	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_09.tga
1	8	11	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光010.tga	M2眼神光10	0	0	4	4	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_10.tga
1	8	12	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光011.tga	M2眼神光11	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_none.tga
1	8	13	Data\source\player\M2\部件\M2裸体模型\face\M2_眼神光012.tga	M2眼神光12	63	60	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_none.tga
1	8	14	data\source\player\M2\部件\M2裸体模型\face\M2_眼神光013.tga	M2眼神光13	64	64	128	128	0	0	256	1	0	0	0	0	0	0	1	data\source\player\M2\部件\M2裸体模型\face\M2_EyeLight_none.tga
1	9	1	data\source\texture\face_hd\贴花_额饰01.tga	额饰01	483	593	128	128	0	0	256	1	0	0	0	0	0	0	0	
1	9	2	data\source\texture\face_hd\贴花_额饰03.tga	额饰03	445	566	128	128	0	0	256	1	0	0	0	0	0	0	0	
1	9	3	data\source\texture\face_hd\贴花_额饰04.tga	额饰04	452	573	128	128	0	0	256	1	0	0	0	0	0	0	0	
1	9	4	data\source\texture\face_hd\贴花_额饰06.tga	额饰06	453	586	128	128	0	0	256	1	0	0	0	0	0	0	0	
1	9	5	data\source\texture\face_hd\贴花_额饰09.tga	额饰09	429	547	128	128	0	0	256	1	0	0	0	0	0	0	0	
1	9	6	data\source\texture\face_hd\贴花_额饰10.tga	额饰10	473	599	64	64	0	0	256	1	0	0	0	0	0	0	0	
1	9	7	data\source\texture\face_hd\贴花_额饰11.tga	额饰11	444	558	96	96	0	0	256	1	0	0	0	0	0	0	0	
1	9	8	data\source\Texture\face_hd\贴花_额饰12.tga	额饰12	444	556	135	311	0	0	256	1	0	0	0	0	0	0	0	
