RoleType	Type	ShowID	ColorID	szName	fMax	fMin	fScale	fColorR	fColorG	fColorB	fColorA	fMetallicity	fRoughness	fValue1Min	fValue1Max	fValue2Min	fValue2Max	fValue3Min	fValue3Max	fValue4Min	fValue4Max	fValue5Min	fValue5Max	fValue6Min	fValue6Max	fValue7Min	fValue7Max	fValue8Min	fValue8Max	fValue9Min	fValue9Max	fParam0	fParam1	fParam2	fParam3	fParam4	fParam5	fParam6	fParam7	fParam8	fParam9	fParam10	fParam11	fParam12	fParam13	fParam14
1	0	4	3		1	1	0.5	0.951492	0.774197	0.972549	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	4	4		1	1	0.48	0.881575	0.648737	0.608988	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	4	5		1	1	0.5	0.802625	0.654398	0.496361	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	1		1	1	0.48	0.98027	0.90483	0.715862	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	2		1	1	0.48	0.98027	0.799695	0.855161	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	3		1	1	0.5	0.951492	0.774197	0.972549	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	4		1	1	0.48	0.881575	0.648737	0.608988	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	5		1	1	0.5	0.802625	0.654398	0.496361	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	1		1	1	0.48	0.98027	0.90483	0.715862	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	2		1	1	0.48	0.98027	0.799695	0.855161	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	3		1	1	0.5	0.951492	0.774197	0.972549	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	4		1	1	0.48	0.881575	0.648737	0.608988	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	6	5		1	1	0.5	0.802625	0.654398	0.496361	1.4	0	1	0	0.7	0.8	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	7	1		1	1	0.3	0.149035	0.118868	0.106371	1	0	1	0.01	0.3	0.8	1.9	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	7	2		1	1	0.3	0.144656	0.0561379	0.0263981	1	0	1	0.01	0.3	0.8	1.9	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	8	1		1	1	0.15	0.819944	0.717876	0.66598	1.5	0	1	0.01	0.3	0.8	1.9	0	2	0	2	0	2	0	2	0	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	ºì	1	0.61	0.2	0.592111	0.109071	0.109071	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	2	³È	3.25	0.61	0.2	0.717098	0.348531	0.155688	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	3	ÂÌ	3.25	0.61	0.2	0.536187	0.603922	0.29131	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	4	Çà	3.25	0.61	0.2	0.251377	0.578943	0.528557	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	5	À¶	3.25	0.61	0.2	0.219013	0.302174	0.605264	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	6	×Ï	1	0.61	0.2	0.523217	0.473259	0.866667	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	7	×Ïºì	3.25	0.61	0.2	0.683833	0.361837	0.72369	0.737255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	8	ºÚ	3.25	0.61	0.25	0.210529	0.202869	0.206699	0.337255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	9	°×	0.47	0.61	0.18	0.848157	0.879713	0.907897	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	10	Ä¬ÈÏ	1	0.61	0	1	1	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	11	·Û	3.25	0.61	0.2	0.989075	0.606012	0.551293	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	12	½ð	3.25	0.6	0.25	1	0.732662	0.0865339	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	13	Í¸À¶	3.25	0.6	0.25	0.318822	0.72134	0.896178	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	14	¹ûÂÌ	3.25	0.6	0.25	0.458625	0.836072	0.0964675	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	15	Ãµºì	3.25	0.6	0.25	0.775952	0.18233	0.414343	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	1	ºì	1	0.93	0.2	0.592111	0.109071	0.109071	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	2	³È	1	0.93	0.2	0.717098	0.348531	0.155688	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	3	ÂÌ	1	0.93	0.2	0.536187	0.603922	0.29131	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	4	Çà	1	0.93	0.2	0.251377	0.578943	0.528557	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	5	À¶	1	0.93	0.2	0.219013	0.302174	0.605264	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	6	×Ï	1	0.93	0.2	0.523217	0.473259	0.866667	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	7	×Ïºì	1	0.93	0.2	0.683833	0.361837	0.72369	0.737255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	8	ºÚ	1	0.93	0.25	0.210529	0.202869	0.206699	0.337255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	9	°×	1	0.93	0.18	0.848157	0.879713	0.907897	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	10	Ä¬ÈÏ	1	0.61	0	1	1	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	11	·Û	3.25	0.61	0.2	0.989075	0.606012	0.551293	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	12	½ð	3.25	0.6	0.25	1	0.732662	0.0865339	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	13	Í¸À¶	3.25	0.6	0.25	0.318822	0.72134	0.896178	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	14	¹ûÂÌ	3.25	0.6	0.25	0.458625	0.836072	0.0964675	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	2	15	Ãµºì	3.25	0.6	0.25	0.775952	0.18233	0.414343	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	1	ºì	1	0.93	0.05	0.592111	0.109071	0.109071	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	2	³È	1	0.93	0.05	0.713725	0.451606	0.178439	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	3	ÂÌ	1	0.93	0.05	0.409995	0.603922	0.246326	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	4	Çà	1	0.93	0.08	0.251377	0.578943	0.528557	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	5	À¶	1	0.93	0.08	0.347295	0.442618	0.776318	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	6	×Ï	1	0.93	0.04	0.555398	0.50042	0.927626	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	7	×Ïºì	1	0.93	0.05	0.713542	0.414481	0.749996	0.737255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	8	ºÚ	1	0.93	0.05	0.309209	0.297536	0.30338	0.337255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	9	°×	1	0.93	0.1	0.964706	0.972549	0.976471	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	10	Ä¬ÈÏ	1	0.61	0	1	1	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	11	·Û	3.25	0.61	0.15	0.857923	0.486732	0.486732	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	12	½ð	3.25	0.6	0.15	0.772549	0.494438	0	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	13	Í¸À¶	3.25	0.6	0.15	0.123583	0.466026	0.688518	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	14	¹ûÂÌ	3.25	0.6	0.08	0.268849	0.770489	0.0589456	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	3	15	Ãµºì	3.25	0.6	0.08	0.775952	0.0522316	0.395026	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	1	ºì	1	0.93	0	0.506584	0.0911879	0.0911879	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	2	³È	1	0.93	0	0.671046	0.55465	0.34876	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	3	ÂÌ	1	0.93	0.01	0.315877	0.697368	0.238575	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	4	Çà	1	0.93	0.08	0.143908	0.624994	0.54963	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	5	À¶	1	0.93	0.2	0.313573	0.397375	0.690791	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	6	×Ï	1	0.93	0.12	0.345586	0.293629	0.697368	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	7	×Ïºì	1	0.93	0.11	0.551629	0.327565	0.578943	0.737255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	8	ºÚ	1	0.93	0.13	0.210529	0.202869	0.206699	0.337255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	9	°×	1	0.93	0.08	0.935058	0.969696	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	10	Ä¬ÈÏ	1	0.61	0	1	1	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	11	·Û	3.25	0.61	0.2	0.690196	0.284428	0.265461	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	12	½ð	3.25	0.6	0.2	0.781415	0.483131	0.0375677	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	13	Í¸À¶	3.25	0.6	0.2	0.039826	0.516442	0.690196	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	14	¹ûÂÌ	3.25	0.6	0.2	0.17615	0.683055	0.013138	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	4	15	Ãµºì	3.25	0.6	0.15	0.737697	0.0283818	0.263523	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	1	ºì	1	0.93	0.12	0.592111	0.109071	0.109071	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	2	³È	1	0.93	0.14	0.713725	0.451362	0.314595	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	3	ÂÌ	1	0.93	0.15	0.474937	0.657893	0.328939	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	4	Çà	1	0.93	0.15	0.254917	0.585519	0.53373	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	5	À¶	1	0.93	0.16	0.293706	0.411154	0.82237	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	6	×Ï	1	0.93	0.13	0.523217	0.473259	0.866667	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	7	×Ïºì	1	0.93	0.14	0.683833	0.361837	0.72369	0.737255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	8	ºÚ	1	0.93	0.25	0.210529	0.202869	0.206699	0.337255	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	9	°×	1	0.93	0.12	0.848157	0.879713	0.907897	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	10	Ä¬ÈÏ	1	0.61	0	1	1	1	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	11	·Û	3.25	0.61	0.16	0.819608	0.45597	0.433448	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	12	½ð	3.25	0.6	0.16	1	0.743389	0.0769207	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	13	Í¸À¶	3.25	0.6	0.16	0.0472877	0.6206	0.819608	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	14	¹ûÂÌ	3.25	0.6	0.1	0.285451	0.841535	0.0404669	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	5	15	Ãµºì	3.25	0.6	0.16	0.896178	0.120638	0.526497	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	1	ºì	1	0.93	0.48	0.486839	0.12491	0.12491	0.666667	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	2	³È	1	0.93	0.48	0.572366	0.372625	0.184512	0.776471	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	3	ÂÌ	1	0.93	0.48	0.532921	0.657893	0.350591	1	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	4	Çà	1	0.93	0.49	0.322972	0.598688	0.554574	0.847059	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	5	À¶	1	0.93	0.44	0.457923	0.524269	0.756573	0.886275	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	6	6	×Ï	1	0.93	0.44	0.522988	0.48304	0.802625	0.831373	1	1	0	1	0	1.2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0.62	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0
