RoleType	Type	ShowID	FileName	Annotate	PosX	PosY	Width	Height	NeedMirror	MirrorAxis	MirrorValue	PasteMethod	NeedShadow	NeedFlip	HasNormal	HasMRS	HasShadowNormal	HasShadowMRS	HasEyelightTexture	EyelightTexture
1	2	6	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_005.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	7	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_006.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	8	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_007.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	9	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_008.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	10	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_009.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	11	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_010.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	12	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_011.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	13	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_012.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	14	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_013.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	15	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_014.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	16	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_015.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	17	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_016.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	18	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_017.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	19	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_018.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	20	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_019.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	21	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_020.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	22	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_021.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	23	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_022.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	24	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_023.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	25	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_024.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	26	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_025.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	27	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_026.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	28	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_027.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	29	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_028.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	30	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_029.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	31	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_030.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	32	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_031.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	33	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_032.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	2	34	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta瞳孔_033.tga		128	128	256	256	0	0	0	1	0	0	0	0	0	0	0	
1	3	1	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_001.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	2	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_001.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	3	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_002.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	4	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_003.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	5	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_004.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	6	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_005.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	7	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_006.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	8	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_007.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	9	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_008.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	10	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_009.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	11	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_010.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	12	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_011.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	13	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_012.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	14	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_013.tga		512	335	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	15	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_014.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	16	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_015.tga		512	329	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	17	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_016.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	18	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_017.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	19	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_018.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	20	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_019.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	21	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_020.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	22	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_021.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	23	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_022.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	24	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_023.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	25	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_024.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	26	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_025.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	27	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_026.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	28	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_027.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	29	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_028.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	30	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_029.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	31	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_030.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	32	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_031.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	33	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_032.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	34	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_033.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	35	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_034.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	36	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_035.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	37	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_036.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	38	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_037.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	39	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_038.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	40	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_039.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	41	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_040.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	42	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_041.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	43	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_042.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	44	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_043.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	45	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_044.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	46	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_045.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	47	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_046.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	48	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_047.tga		512	339	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	49	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_048.tga		512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	50	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_049.tga	2024.8.8	512	333	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	3	51	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta眉毛_050.tga	2024.8.26	501	348	256	128	1	0	512	1	0	0	1	1	0	0	0	
1	4	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_001.tga		591	415	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	2	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_002.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	3	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_003.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	4	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_004.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	5	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_005.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	6	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_006.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	7	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_007.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	8	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_008.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	9	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_009.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	10	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_010.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	11	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_011.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	12	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_012.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	13	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_013.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	14	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_014.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	15	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_015.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	16	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_016.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	4	17	data\source\player\F2\部件\F2裸体模型\facemeta\F2_meta腮红_017.tga		518	446	256	256	1	0	512	1	0	0	0	0	0	0	0	
1	5	1	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta胡子_001.tga		512	512	512	512	1	0	512	1	0	0	1	1	0	0	0	
1	5	2	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta胡子_002.tga		512	512	512	512	1	0	512	1	0	0	1	1	0	0	0	
1	5	3	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta胡子_003.tga		512	512	512	512	1	0	512	1	0	0	1	1	0	0	0	
1	5	4	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta胡子_004.tga		512	512	512	512	1	0	512	1	0	0	1	1	0	0	0	
1	5	5	data\source\player\M2\部件\M2裸体模型\facemeta\M2_meta胡子_005.tga		512	512	512	512	1	0	512	1	0	0	1	1	0	0	0	
1	6	1	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_001.tga
1	6	2	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_001a.tga
1	6	3	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_002.tga
1	6	4	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_002a.tga
1	6	5	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_003.tga
1	6	6	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_003a.tga
1	6	7	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_004.tga
1	6	8	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_004a.tga
1	6	9	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_005.tga
1	6	10	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_005a.tga
1	6	11	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_006.tga
1	6	12	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_006a.tga
1	6	13	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_007.tga
1	6	14	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_007a.tga
1	6	15	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_008.tga
1	6	16	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_008a.tga
1	6	17	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_009.tga
1	6	18	data\source\player\M2\部件\M2裸体模型\facemeta\M2_metaEyeLight_none.tga		105	90	2	2	0	0	0	1	0	0	0	0	0	0	1	data\source\player\F2\部件\F2裸体模型\facemeta\F2_metaEyeLight_009a.tga
